source_sheet_name,source_row_number,application_term,level,decision,school,parent_qa_requires_review,parent_qa_issue_count,record_index,property_type,property_location,property_lot_section_block_number,property_owned_shares,property_inherited,property_owned,property_area_raw,property_area,property_estimated_present_value_raw,property_estimated_present_value,property_estimated_value_currency_signal,property_estimated_value_currency_guess,property_mortgaged,property_is_mortgaged_flag,property_rented_income_raw,property_rented_income,property_planted_income_raw,property_planted_income,property_parse_method,property_review_flag,property_review_reasons,property_raw_block
Export,813,202610,Undergraduate,awarded,"College du Carmel Saint Joseph Mechref (CCSJ), Mechref",0,0,2,Land,Mount-Lebanon Aley,,,,,1000,1000.0,10000,10000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1200
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 557
Inherited: 2015
Owned: 2015
Area: 1000
Estimated Present Value: 10000
Mortgaged: No"
Export,813,202610,Undergraduate,awarded,"College du Carmel Saint Joseph Mechref (CCSJ), Mechref",0,0,3,Land,Mount-Lebanon Aley,,,,,2500,2500.0,25000,25000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1200
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 1747
Inherited: 2015
Area: 2500
Estimated Present Value: 25000
Mortgaged: No
Planted - Income:"
Export,813,202610,Undergraduate,awarded,"College du Carmel Saint Joseph Mechref (CCSJ), Mechref",0,0,4,Land,Mount-Lebanon Aley,,,,,900,900.0,45000,45000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 0700
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 262
Inherited: 2015
Area: 900
Estimated Present Value: 45000
Mortgaged: No"
Export,813,202610,Undergraduate,awarded,"College du Carmel Saint Joseph Mechref (CCSJ), Mechref",0,0,5,Land,Mount-Lebanon Aley,,,,,1000,1000.0,100000,100000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Aley
Lot, Section, Block Number: 2644
Owned:
Area: 1000
Estimated Present Value: 100000
Mortgaged: No"
Export,814,202710,Undergraduate,awarded,"Sagesse Saint Jean Brasilia, Baabda",0,0,1,Apartment,Mount-Lebanon Baabda,,,,,102 Sq.m.,102.0,120 000 $,120.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: رقم العقار 4038 القسم13 البلوك ب
Owned:
Area: 102 Sq.m.
Estimated Present Value: 120 000 $
Mortgaged: No"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,1,Apartment,Mount-Lebanon Kesrouane,,,,,220,220.0,"150,000",150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 1652 - 11
Inherited: 2010
Owned: 2010
Area: 220
Estimated Present Value: 150,000
Mortgaged: No"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,2,Apartment,Mount-Lebanon Matn,,,,,240,240.0,"200,000",200000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1018-6
Inherited: 1999
Owned: 1999
Area: 240
Estimated Present Value: 200,000
Mortgaged: No"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,3,Land,Mount-Lebanon Kesrouane,,,,,1200,1200.0,"200,000",200000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 590
Inherited: 2000
Area: 1200
Estimated Present Value: 200,000
Mortgaged: No
Planted - Income:"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,4,Land,Baalbek-Hermel Baalbek,,,,,27581,27581.0,"10,000",10000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 180
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 286
Inherited: 2013
Area: 27581
Estimated Present Value: 10,000
Mortgaged: No"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,5,Land,Baalbek-Hermel Baalbek,,,,,7264,7264.0,"5,500",5500.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 360
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 468
Inherited: 2013
Area: 7264
Estimated Present Value: 5,500
Mortgaged: No"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,6,Land,Baalbek-Hermel Baalbek,,,,,9326,9326.0,"7,000",7000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 360
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 389
Inherited: 2013
Area: 9326
Estimated Present Value: 7,000
Mortgaged: No"
Export,815,202610,Undergraduate,denied,SABIS International School - Adma,0,0,7,Land,Baalbek-Hermel Baalbek,,,,,4616,4616.0,"3,500",3500.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 360
Location: Baalbek-Hermel Baalbek
Lot, Section, Block Number: 345
Inherited: 2013
Area: 4616
Estimated Present Value: 3,500
Mortgaged: No"
Export,816,202610,Undergraduate,denied,"Wellspring Learning Community School, Ain El Remmaneh",0,0,1,Apartment,Mount-Lebanon Baabda,,,,,220sq.m,,"250,000",250000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 3152
Inherited: 2013
Owned: 2013
Area: 220sq.m
Estimated Present Value: 250,000
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,1,Land,North Lebanon Batroun,,,,,700,700.0,28000,28000.0,,unknown,no,0,,,0,0.0,property_section_key_value,1,unknown_labels,"Type: Land
Info: Unbuilt
Owned shares: 2400
Location: North Lebanon Batroun
Lot, Section, Block Number: 27
Inherited: 2014
Owned: 2014
Area: 700
Estimated Present Value: 28000
Mortgaged: No
Planted - Income: 0"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,2,Land,North Lebanon Batroun,,,,,600,600.0,24000,24000.0,,unknown,no,0,,,0,0.0,property_section_key_value,1,unknown_labels,"Type: Land
Info: Empty land
Owned shares: 2400
Location: North Lebanon Batroun
Lot, Section, Block Number: 38
Inherited: 2014
Owned: 2014
Area: 600
Estimated Present Value: 24000
Mortgaged: No
Planted - Income: 0"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,3,Land,Mount-Lebanon Jbeil,,,,,800,800.0,40000,40000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info: Empty land
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 145
Owned:
Area: 800
Estimated Present Value: 40000
Mortgaged: No
Planted - Income:"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,4,Land,Mount-Lebanon Kesrouane,,,,,650,650.0,52000,52000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info: Empty land
Owned shares: 2400
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 1235
Owned:
Area: 650
Estimated Present Value: 52000
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,5,Land,Mount-Lebanon Jbeil,,,,,600,600.0,60000,60000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info: Empty
Owned shares: 2400
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 2517
Owned:
Area: 600
Estimated Present Value: 60000
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,6,Land,Mount-Lebanon Kesrouane,,,,,3670,3670.0,36700,36700.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info: Empty land
Owned shares: 800
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 967
Owned:
Area: 3670
Estimated Present Value: 36700
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,7,Land,Mount-Lebanon Kesrouane,,,,,5200,5200.0,52000,52000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info: Empty land
Owned shares: 800
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 987
Owned:
Area: 5200
Estimated Present Value: 52000
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,8,Business Premises,Mount-Lebanon Kesrouane,,,,,62,62.0,62000,62000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info: Shop
Owned shares: 2400
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 60-9
Owned:
Area: 62
Estimated Present Value: 62000
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,9,House,Mount-Lebanon Jbeil,,,,,301,301.0,150000,150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info: Domicile
Owned shares: 1200
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 4033
Owned:
Area: 301
Estimated Present Value: 150000
Mortgaged: No"
Export,818,202510,Undergraduate,denied,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,10,House,Mount-Lebanon Jbeil,,,,,301,301.0,150000,150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info: Domicile
Owned shares: 1200
Location: Mount-Lebanon Jbeil
Lot, Section, Block Number: 4033
Owned:
Area: 301
Estimated Present Value: 150000
Mortgaged: No"
Export,819,202610,Undergraduate,awarded,"Le Lycee National, Choueifat",0,0,1,Apartment,Mount-Lebanon Baabda,,,,,295,295.0,150000$,150000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: Lot number :112 section number:11 block : D
Owned:
Area: 295
Estimated Present Value: 150000$
Mortgaged: No"
Export,819,202610,Undergraduate,awarded,"Le Lycee National, Choueifat",0,0,2,Apartment,Mount-Lebanon Baabda,,,,,71,71.0,50000$,50000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: Lot number:609 section number:16
Owned:
Area: 71
Estimated Present Value: 50000$
Mortgaged: No"
Export,819,202610,Undergraduate,awarded,"Le Lycee National, Choueifat",0,0,3,Land,North Lebanon Marjaayoun,,,,,2500,2500.0,30000$,30000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 240
Location: North Lebanon Marjaayoun
Lot, Section, Block Number: Lot number: 970
Inherited: 2022
Area: 2500
Estimated Present Value: 30000$
Mortgaged: No
Planted - Income:"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,1,Apartment,Mount-Lebanon Matn,,,,,186,186.0,75 000$,75.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 164/8
Owned:
Area: 186
Estimated Present Value: 75 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,2,Business Premises,Mount-Lebanon Matn,,,,,70,70.0,60 000$,60.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 73/20
Owned:
Area: 70
Estimated Present Value: 60 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,3,House,Mount-Lebanon Matn,,,,,100,100.0,80 000$,80.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: 585
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 639
Inherited: 2012
Area: 100
Estimated Present Value: 80 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,4,House,Mount-Lebanon Matn,,,,,80,80.0,45 000$,45.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: 345
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 801
Inherited: 2012
Area: 80
Estimated Present Value: 45 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,5,Land,Mount-Lebanon Matn,,,,,1000,1000.0,75 000$,75.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 345
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1379
Inherited: 2012
Area: 1000
Estimated Present Value: 75 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,6,Land,Mount-Lebanon Matn,,,,,1600,1600.0,120 000$,120.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 345
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1375
Inherited: 2012
Area: 1600
Estimated Present Value: 120 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,7,Land,Mount-Lebanon Matn,,,,,5000,5000.0,250 000$,250.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 345
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1376
Inherited: 2012
Area: 5000
Estimated Present Value: 250 000$
Mortgaged: No"
Export,821,202610,Undergraduate,awarded,"College Mariste Champville, Antelias",0,0,8,Land,Mount-Lebanon Matn,,,,,4,4.0,500$,500.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 345
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1197
Inherited: 2012
Area: 4
Estimated Present Value: 500$
Mortgaged: No"
Export,822,202610,Undergraduate,denied,"Hripsirmiantz College, Fanar",0,0,1,Apartment,Mount-Lebanon Matn,,,,,157,157.0,100000,100000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 1332-13-B
Owned:
Area: 157
Estimated Present Value: 100000
Mortgaged: No"
Export,822,202610,Undergraduate,denied,"Hripsirmiantz College, Fanar",0,0,2,Business Premises,Mount-Lebanon Matn,,,,,104,104.0,85000,85000.0,,unknown,yes,1,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 2545-3
Owned:
Area: 104
Estimated Present Value: 85000
Mortgaged: Yes"
Export,822,202610,Undergraduate,denied,"Hripsirmiantz College, Fanar",0,0,3,Apartment,Mount-Lebanon Matn,,,,,30,30.0,20000$,20000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 3690-4
Inherited: 1996
Area: 30
Estimated Present Value: 20000$
Mortgaged: No"
Export,823,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,1,Land,Mount-Lebanon Chouf,,,,,300,300.0,15000 $,15000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares:
Location: Mount-Lebanon Chouf
Lot, Section, Block Number: 2461
Owned:
Area: 300
Estimated Present Value: 15000 $
Mortgaged: No"
Export,823,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,2,Land,Mount-Lebanon Chouf,,,,,1500,1500.0,75000 $,75000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Chouf
Lot, Section, Block Number: 2446
Owned:
Area: 1500
Estimated Present Value: 75000 $
Mortgaged: No"
Export,823,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,3,Land,Mount-Lebanon Chouf,,,,,1500,1500.0,75000 $,75000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Chouf
Lot, Section, Block Number: 2443
Owned:
Area: 1500
Estimated Present Value: 75000 $
Mortgaged: No
Planted - Income:"
Export,823,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,4,Land,Mount-Lebanon Chouf,,,,,400,400.0,16000 $,16000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Chouf
Lot, Section, Block Number: 581
Inherited: 1999
Area: 400
Estimated Present Value: 16000 $
Mortgaged: No"
Export,824,202610,Undergraduate,denied,"College Mariste Champville, Antelias",0,0,1,Business Premises,Beirut Mousaitbeh,,,,,30,30.0,"20,000",20000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info:
Owned shares:
Location: Beirut Mousaitbeh
Lot, Section, Block Number: 442-17
Owned:
Area: 30
Estimated Present Value: 20,000
Mortgaged: No"
Export,824,202610,Undergraduate,denied,"College Mariste Champville, Antelias",0,0,2,Apartment,Mount-Lebanon Matn,,,,,121,121.0,"50,000",50000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 0
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 196-15-A
Owned:
Area: 121
Estimated Present Value: 50,000
Mortgaged: No"
Export,825,202510,Graduate,denied,,1,2,1,Apartment,Beirut Tariq El-Jdideh,,,,,90,90.0,"90,000$",90000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400 shares divided equally by the owners: Marwan and Sozan
Location: Beirut Tariq El-Jdideh
Lot, Section, Block Number: 3916, 15, -
Owned:
Area: 90
Estimated Present Value: 90,000$
Mortgaged: No"
Export,827,202520,Undergraduate,denied,,1,3,1,Apartment,Mount-Lebanon Kesrouane,,,,,220,220.0,200000,200000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Kesrouane
Lot, Section, Block Number: 1100
Owned:
Area: 220
Estimated Present Value: 200000
Mortgaged: No"
Export,827,202520,Undergraduate,denied,,1,3,2,Apartment,Mount-Lebanon Matn,,,,,160,160.0,60000,60000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 8
Inherited: 1998
Owned: 1998
Area: 160
Estimated Present Value: 60000
Mortgaged: No"
Export,827,202520,Undergraduate,denied,,1,3,3,Land,Mount-Lebanon Matn,,,,,500,500.0,50000,50000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 53
Inherited: 1994
Area: 500
Estimated Present Value: 50000
Mortgaged: No
Planted - Income:"
Export,829,202710,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,1,Apartment,Mount-Lebanon Matn,,,,,90,90.0,80000,80000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 176
Inherited: 30
Owned: 30
Area: 90
Estimated Present Value: 80000
Mortgaged: No"
Export,829,202710,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,2,Business Premises,Beirut Achrafieh,,,,,100,100.0,150000,150000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Business Premises
Info:
Owned shares: 2400
Location: Beirut Achrafieh
Lot, Section, Block Number: 2406
Inherited: 30
Owned: 30
Area: 100
Estimated Present Value: 150000
Mortgaged: No"
Export,829,202710,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,3,Apartment,Mount-Lebanon Baabda,,,,,100,100.0,80000,80000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: Mount-Lebanon Baabda
Lot, Section, Block Number: 1083
Owned:
Area: 100
Estimated Present Value: 80000
Mortgaged: No"
Export,830,202710,Undergraduate,awarded,"Al Mahdi High School, Hadath",0,0,1,Land,South Lebanon Saida,,,,,1011,1011.0,35 000,35.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares:
Location: South Lebanon Saida
Lot, Section, Block Number: 265
Inherited: 2015
Owned: 2015
Area: 1011
Estimated Present Value: 35 000
Mortgaged: No"
Export,830,202710,Undergraduate,awarded,"Al Mahdi High School, Hadath",0,0,2,Land,South Lebanon Saida,,,,,1751,1751.0,20 000,20.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1000
Location: South Lebanon Saida
Lot, Section, Block Number: 245
Inherited: 2015
Owned: 2015
Area: 1751
Estimated Present Value: 20 000
Mortgaged: No"
Export,831,202710,Undergraduate,denied,"Lycee Franco Libanais Alphonse De Lamartine, Kfarkahel",0,0,1,Apartment,North Lebanon Tripoli,,,,,171,171.0,170000,170000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: North Lebanon Tripoli
Lot, Section, Block Number: 3569
Owned:
Area: 171
Estimated Present Value: 170000
Mortgaged: No"
Export,831,202710,Undergraduate,denied,"Lycee Franco Libanais Alphonse De Lamartine, Kfarkahel",0,0,2,Apartment,North Lebanon Tripoli,,,,,126,126.0,220000,220000.0,,unknown,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 2400
Location: North Lebanon Tripoli
Lot, Section, Block Number: 3273
Owned:
Area: 126
Estimated Present Value: 220000
Mortgaged: No"
Export,832,202710,Undergraduate,awarded,"Der Yassin Coeducational Secondary School UNRWA, Tyre",1,2,1,Apartment,South Lebanon Saida,,,,,170,170.0,65000,65000.0,,unknown,yes,1,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares:
Location: South Lebanon Saida
Lot, Section, Block Number: 1265
Owned:
Area: 170
Estimated Present Value: 65000
Mortgaged: Yes"
Export,833,202510,Graduate,denied,,1,2,1,Apartment,Mount-Lebanon Matn,,,,,60,60.0,30 000$,30.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: owned
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 759
Inherited: 2003
Owned: 2003
Area: 60
Estimated Present Value: 30 000$
Mortgaged: No"
Export,833,202510,Graduate,denied,,1,2,2,Apartment,Mount-Lebanon Matn,,,,,129,129.0,60 000$,60.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Apartment
Info:
Owned shares: 1200
Location: Mount-Lebanon Matn
Lot, Section, Block Number: 412
Inherited: 2003
Owned: 2003
Area: 129
Estimated Present Value: 60 000$
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,1,Land,Aakkar Aakkar,,,,,1200,1200.0,around $10/square meter,10.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares:
Location: Aakkar Aakkar
Lot, Section, Block Number: 1148
Inherited: 2016
Owned: 2016
Area: 1200
Estimated Present Value: around $10/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,2,Land,North Lebanon Koura,,,,,837,837.0,around $40/square meter,40.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1200
Location: North Lebanon Koura
Lot, Section, Block Number: 1822
Owned:
Area: 837
Estimated Present Value: around $40/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,3,House,North Lebanon Batroun,,,,,400,400.0,"around $100,000",100000.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: House
Info:
Owned shares: 480
Location: North Lebanon Batroun
Lot, Section, Block Number: 243
Inherited: 2015
Area: 400
Estimated Present Value: around $100,000
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,4,Land,North Lebanon Koura,,,,,837,837.0,around $40/square meter,40.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 1200
Location: North Lebanon Koura
Lot, Section, Block Number: 1822
Owned:
Area: 837
Estimated Present Value: around $40/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,5,Land,North Lebanon Koura,,,,,1500,1500.0,around $50/square meter,50.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: North Lebanon Koura
Lot, Section, Block Number: 6755
Owned:
Area: 1500
Estimated Present Value: around $50/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,6,Land,North Lebanon Koura,,,,,876,876.0,around $10/square meter,10.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: North Lebanon Koura
Lot, Section, Block Number: 3253
Inherited: 1995
Area: 876
Estimated Present Value: around $10/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,7,Land,North Lebanon Koura,,,,,653,653.0,around $10/square meter,10.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: North Lebanon Koura
Lot, Section, Block Number: 3254
Owned:
Area: 653
Estimated Present Value: around $10/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,8,Land,North Lebanon Koura,,,,,1170,1170.0,around $10/square meter,10.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: North Lebanon Koura
Lot, Section, Block Number: 3255
Inherited: 1995
Area: 1170
Estimated Present Value: around $10/square meter
Mortgaged: No"
Export,835,202710,Undergraduate,denied,The International School of Choueifat - Koura,0,0,9,Land,North Lebanon Koura,,,,,800,800.0,around $25/square meter,25.0,usd,usd,no,0,,,,,property_section_key_value,1,unknown_labels,"Type: Land
Info:
Owned shares: 2400
Location: North Lebanon Koura
Lot, Section, Block Number: 3090
Inherited: 2013
Area: 800
Estimated Present Value: around $25/square meter
Mortgaged: No"
