source_row_number,field_name,issue_code,raw_value,detail
1540,School,school_missing,,School is blank in the source export
1548,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1548,School,school_missing,,School is blank in the source export
1561,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1561,School,school_missing,,School is blank in the source export
1564,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1567,Loans,large_monetary_value_review,"Reason: Buying a house, large purchase
Source: Bank Audi
Mortgaged Asset: House
Start Date: 2012-12-02
End Date: 2027-11-02
Total Amount: 570,452,000.00LL
Monthly Payment: 4,627,339.64LL
Remaining Balance: 191,490,598.28LL
Remaining Years: 4 years",loans_total_amount=570452000.0; currency_signal=lbp; currency_guess=lbp
1567,Loans,large_monetary_value_review,"Reason: Buying a house, large purchase
Source: Bank Audi
Mortgaged Asset: House
Start Date: 2012-12-02
End Date: 2027-11-02
Total Amount: 570,452,000.00LL
Monthly Payment: 4,627,339.64LL
Remaining Balance: 191,490,598.28LL
Remaining Years: 4 years",loans_total_remaining_balance=191490598.0; currency_signal=lbp; currency_guess=lbp
1573,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1573,School,school_missing,,School is blank in the source export
1576,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1576,School,school_missing,,School is blank in the source export
1578,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1578,School,school_missing,,School is blank in the source export
1583,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1583,School,school_missing,,School is blank in the source export
1588,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1589,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1589,School,school_missing,,School is blank in the source export
1590,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1590,School,school_missing,,School is blank in the source export
1590,School,school_missing_undergraduate,,School is blank for an undergraduate application
1592,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1592,School,school_missing,,School is blank in the source export
1596,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1596,School,school_missing,,School is blank in the source export
1600,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
1603,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1603,School,school_missing,,School is blank in the source export
1608,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1608,School,school_missing,,School is blank in the source export
1611,Mother Income Document,parent_income_unparsed,NSSF,Could not confidently parse a numeric amount
1611,Mother Income Document,parent_income_needs_review,NSSF,unparsed_text
1622,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1622,School,school_missing,,School is blank in the source export
1624,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1624,School,school_missing,,School is blank in the source export
1626,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1626,School,school_missing,,School is blank in the source export
1627,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1627,School,school_missing,,School is blank in the source export
1627,School,school_missing_undergraduate,,School is blank for an undergraduate application
1628,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1631,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1631,School,school_missing,,School is blank in the source export
1633,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1633,School,school_missing,,School is blank in the source export
1635,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1635,School,school_missing,,School is blank in the source export
1641,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1642,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1642,School,school_missing,,School is blank in the source export
1646,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'awarded_donor_funded_scholarship'
1649,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1649,School,school_missing,,School is blank in the source export
1650,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1650,School,school_missing,,School is blank in the source export
1650,School,school_missing_undergraduate,,School is blank for an undergraduate application
1651,Loans,large_monetary_value_review,"Reason: Housing Loan
Source: Banque de L'Habitat
Mortgaged Asset: Apartment
Start Date: 2018-02-10
End Date: 2034-02-10
Total Amount: LBP 525,000,000
Monthly Payment: LBP 4,722,000 including insurance
Remaining Balance: LBP 335,300,000
Remaining Years: 9",loans_total_amount=525000000.0; currency_signal=lbp; currency_guess=lbp
1651,Loans,large_monetary_value_review,"Reason: Housing Loan
Source: Banque de L'Habitat
Mortgaged Asset: Apartment
Start Date: 2018-02-10
End Date: 2034-02-10
Total Amount: LBP 525,000,000
Monthly Payment: LBP 4,722,000 including insurance
Remaining Balance: LBP 335,300,000
Remaining Years: 9",loans_total_remaining_balance=335300000.0; currency_signal=lbp; currency_guess=lbp
1653,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1653,School,school_missing,,School is blank in the source export
1655,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1655,School,school_missing,,School is blank in the source export
1658,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1658,School,school_missing,,School is blank in the source export
1658,Loans,large_monetary_value_review,"Reason: house loan
Source: bank
Mortgaged Asset: yes (apartment)
Start Date: 2017-04-10
End Date: 2027-05-10
Total Amount: 301000000 LBP
Monthly Payment: 2166667 LBP
Remaining Balance: 39000014 LBP
Remaining Years: 2",loans_total_amount=301000000.0; currency_signal=lbp; currency_guess=lbp
1660,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1662,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1662,School,school_missing,,School is blank in the source export
1663,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1663,School,school_missing,,School is blank in the source export
1663,School,school_missing_undergraduate,,School is blank for an undergraduate application
1668,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1668,School,school_missing,,School is blank in the source export
1671,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1679,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1679,School,school_missing,,School is blank in the source export
1684,Loans,large_monetary_value_review,"Reason: Housing
Source: Bank Audi or Public Housing Corporation
Mortgaged Asset: Apartment
Start Date: 2015-05-07
End Date: 2029-01-02
Total Amount: 160,000,000 L.L.
Monthly Payment: 952,000 L.L.
Remaining Balance: 22,000,000 L.L.
Remaining Years: We are trying to completely pay the rest of the amount at once, but we are waiting for the approvement from The Public Housing Corporation. We dont own the house untill we get the approvement and pay the rest.",loans_total_amount=160000000.0; currency_signal=lbp; currency_guess=lbp
1688,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1688,School,school_missing,,School is blank in the source export
1688,School,school_missing_undergraduate,,School is blank for an undergraduate application
1689,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1691,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1691,School,school_missing,,School is blank in the source export
1691,School,school_missing_undergraduate,,School is blank for an undergraduate application
1695,Loans,loan_balance_exceeds_total_amount,"Reason: Schools/Universities
Source: Qard hassan
Mortgaged Asset: Gold
Start Date: 2024-07-18
End Date: 2026-07-18
Total Amount: 6,980
Monthly Payment: 290
Remaining Balance: 7,560
Remaining Years: 2",Remaining balance exceeds total amount for at least one parsed loan block
1696,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1697,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1697,School,school_missing,,School is blank in the source export
1697,School,school_missing_undergraduate,,School is blank for an undergraduate application
1703,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1703,School,school_missing,,School is blank in the source export
1703,School,school_missing_undergraduate,,School is blank for an undergraduate application
1706,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1706,School,school_missing,,School is blank in the source export
1708,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1708,School,school_missing,,School is blank in the source export
1709,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1709,School,school_missing,,School is blank in the source export
1717,Loans,large_monetary_value_review,"Reason: Housing
Source: Public Corporation of Housing
Mortgaged Asset: House
Start Date: 2015-08-10
End Date: 2030-07-10
Total Amount: 240,000,000(LBP)
Monthly Payment: 1,333,333(LBP)
Remaining Balance: 85,662,676(LBP)
Remaining Years: 5",loans_total_amount=240000000.0; currency_signal=lbp; currency_guess=lbp
1720,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1720,School,school_missing,,School is blank in the source export
1723,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1723,School,school_missing,,School is blank in the source export
1724,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1724,School,school_missing,,School is blank in the source export
1725,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1727,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1727,School,school_missing,,School is blank in the source export
1728,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1728,School,school_missing,,School is blank in the source export
1728,School,school_missing_undergraduate,,School is blank for an undergraduate application
1730,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1730,School,school_missing,,School is blank in the source export
1731,Loans,loan_balance_exceeds_total_amount,"Reason: Car loan Saudi Arabia
Source: Emirates National Dubai Bank Ksa
Mortgaged Asset: Vehicle under auto finance
Start Date: 2024-12-22
End Date: 2029-11-27
Total Amount: 61,732
Monthly Payment: 920.8
Remaining Balance: 70767
Remaining Years: 4",Remaining balance exceeds total amount for at least one parsed loan block
1732,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1732,School,school_missing,,School is blank in the source export
1733,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1733,School,school_missing,,School is blank in the source export
1733,School,school_missing_undergraduate,,School is blank for an undergraduate application
1735,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1735,School,school_missing,,School is blank in the source export
1742,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1742,School,school_missing,,School is blank in the source export
1745,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1745,School,school_missing,,School is blank in the source export
1749,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1750,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1750,School,school_missing,,School is blank in the source export
1750,School,school_missing_undergraduate,,School is blank for an undergraduate application
1756,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1756,School,school_missing,,School is blank in the source export
1758,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1758,School,school_missing,,School is blank in the source export
1758,School,school_missing_undergraduate,,School is blank for an undergraduate application
1764,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1764,School,school_missing,,School is blank in the source export
1766,Loans,mixed_currency_signal,"Reason: Housing loan
Source: BLC/المؤسسة العامة للإسكان
Mortgaged Asset: House
Start Date: 2009-11-18
End Date: 2020-11-18
Total Amount: 75,000,000 LBP or 50,000$
Monthly Payment: 525,000 LBP
Remaining Balance: 75,000,000 LBP
Remaining Years: 11 years",Contains both USD and LBP/L.L. markers
1767,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1769,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1769,School,school_missing,,School is blank in the source export
1774,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1774,School,school_missing,,School is blank in the source export
1775,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1775,School,school_missing,,School is blank in the source export
1775,School,school_missing_undergraduate,,School is blank for an undergraduate application
1777,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1779,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1779,School,school_missing,,School is blank in the source export
1780,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1780,School,school_missing,,School is blank in the source export
1782,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1782,School,school_missing,,School is blank in the source export
1785,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1786,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1786,School,school_missing,,School is blank in the source export
1788,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1790,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1790,School,school_missing,,School is blank in the source export
1794,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1794,School,school_missing,,School is blank in the source export
1794,School,school_missing_undergraduate,,School is blank for an undergraduate application
1800,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1800,School,school_missing,,School is blank in the source export
1802,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1802,School,school_missing,,School is blank in the source export
1803,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1803,School,school_missing,,School is blank in the source export
1806,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1806,School,school_missing,,School is blank in the source export
1808,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1808,School,school_missing,,School is blank in the source export
1808,Loans,large_monetary_value_review,"Reason: Car
Source: Army
Mortgaged Asset: Salary
Start Date: 2020-01-01
End Date: 2024-10-01
Total Amount: 16,800,000 LL
Monthly Payment: 375,000 LL
Remaining Balance: 3,188,000 LL
Remaining Years: 4 Months

Reason: Education
Source: BBAC
Mortgaged Asset: House
Start Date: 2019-09-12
End Date: 2027-09-12
Total Amount: 45,000,000 LL
Monthly Payment: 30,000 LL
Remaining Balance: 11,240,000 LL
Remaining Years: 3 Years

Reason: House
Source: BBAC
Mortgaged Asset: house
Start Date: 1999-01-01
End Date: 2026-09-01
Total Amount: 65,000,000 LL
Monthly Payment: 160,000 LL
Remaining Balance: 6,216,000 LL
Remaining Years: 2 Years",loans_total_amount=126800000.0; currency_signal=lbp; currency_guess=lbp
1809,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1812,Loans,loan_remaining_balance_non_monetary_text,"Reason: Not enough money
Source: Bank
Mortgaged Asset: Apartment
Start Date:
End Date:
Total Amount:
Monthly Payment:
Remaining Balance:
Remaining Years:",Remaining Balance contains duration text instead of a monetary amount
1813,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1813,School,school_missing,,School is blank in the source export
1814,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1814,School,school_missing,,School is blank in the source export
1816,Properties,large_monetary_value_review,"Type: Apartment
Info:
Owned shares:
Location: Nabatieh Hasbaiya
Lot, Section, Block Number: 1955
Owned:
Area: 150
Estimated Present Value: 1342500000 /15000$
Mortgaged: No

Type: Apartment
Info:
Owned shares: 2400
Location: Beirut Basta El-Tahta
Lot, Section, Block Number: 773, 16, A
Owned:
Area: 184
Estimated Present Value: 10740000000 /120000$
Mortgaged: No

Type: Apartment
Info:
Owned shares: 1200
Location: South Lebanon Saida
Lot, Section, Block Number: 2436,7,A
Owned:
Area: 154
Estimated Present Value: 2685000000 /30000$
Mortgaged: No

Type: House
Info:
Owned shares: 1200
Location: Nabatieh Nabatieh
Lot, Section, Block Number: 555
Owned:
Area: 200
Estimated Present Value: 13425000000/150000$
Mortgaged: No

Type: Land
Info:
Owned shares: 1200
Location: Nabatieh Nabatieh
Lot, Section, Block Number: 554
Owned:
Area: N/A (not found in ownership deed, around 500 m2)
Estimated Present Value: 1790000000 /20000$
Mortgaged: No
Planted - Income: 0

Type: Land
Info:
Owned shares: 1200
Location: Nabatieh Nabatieh
Lot, Section, Block Number: 556
Owned:
Area: N/A (not found in ownership deed, around 500 m2)
Estimated Present Value: 1790000000 /20000$
Mortgaged: No
Planted - Income: 0",properties_total_estimated_value=15886427500.0; currency_signal=usd; currency_guess=usd
1817,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1817,School,school_missing,,School is blank in the source export
1819,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1819,School,school_missing,,School is blank in the source export
1821,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1823,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1825,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1825,School,school_missing,,School is blank in the source export
1830,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1842,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1842,School,school_missing,,School is blank in the source export
1843,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1843,School,school_missing,,School is blank in the source export
1844,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1844,School,school_missing,,School is blank in the source export
1844,School,school_missing_undergraduate,,School is blank for an undergraduate application
1846,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1848,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1848,School,school_missing,,School is blank in the source export
1848,School,school_missing_undergraduate,,School is blank for an undergraduate application
1853,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1853,School,school_missing,,School is blank in the source export
1854,Loans,large_monetary_value_review,"Reason: Housing Loan
Source: Bank Du Liban
Mortgaged Asset: Apartment
Start Date: 2015-03-11
End Date: 2028-03-11
Total Amount: 235000000 LBP
Monthly Payment: 1817730 LBP
Remaining Balance: 76000000 LBP
Remaining Years: 3",loans_total_amount=235000000.0; currency_signal=lbp; currency_guess=lbp
1860,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1860,School,school_missing,,School is blank in the source export
1860,School,school_missing_undergraduate,,School is blank for an undergraduate application
1862,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1862,School,school_missing,,School is blank in the source export
1863,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1864,Loans,likely_lbp_without_currency_marker,"Reason: Housing
Source: Byblos Bank
Mortgaged Asset: Appartement
Start Date: 2009-01-03
End Date: 2026-08-21
Total Amount: 231412000
Monthly Payment: 1776000
Remaining Balance: 37833000
Remaining Years: 2",loans_total_amount=231412000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1869,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1869,School,school_missing,,School is blank in the source export
1869,Loans,likely_lbp_without_currency_marker,"Reason: Appartment
Source: Social Housing and Mortgage Finance Fund
Mortgaged Asset: 122,400,000
Start Date: 2010-01-01
End Date: 2040-01-01
Total Amount: 288,000,000
Monthly Payment: 800,000.000
Remaining Balance: 148,800,000
Remaining Years: 15.5",loans_total_amount=288000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1869,Loans,likely_lbp_without_currency_marker,"Reason: Appartment
Source: Social Housing and Mortgage Finance Fund
Mortgaged Asset: 122,400,000
Start Date: 2010-01-01
End Date: 2040-01-01
Total Amount: 288,000,000
Monthly Payment: 800,000.000
Remaining Balance: 148,800,000
Remaining Years: 15.5",loans_total_remaining_balance=148800000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1871,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1871,School,school_missing,,School is blank in the source export
1875,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1875,School,school_missing,,School is blank in the source export
1876,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1880,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1880,School,school_missing,,School is blank in the source export
1881,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1881,School,school_missing,,School is blank in the source export
1883,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1883,School,school_missing,,School is blank in the source export
1884,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1884,School,school_missing,,School is blank in the source export
1886,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1886,School,school_missing,,School is blank in the source export
1887,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1887,School,school_missing,,School is blank in the source export
1892,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1892,School,school_missing,,School is blank in the source export
1895,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1897,Loans,large_monetary_value_review,"Reason: current account facility
Source: central bank
Mortgaged Asset: salary
Start Date: 1997-01-01
End Date: 2034-12-01
Total Amount: 740,000,000 LL
Monthly Payment: interest only
Remaining Balance: 740,000,000 LL
Remaining Years: 11

Reason: social aid
Source: central bank
Mortgaged Asset: salary
Start Date: 2019-01-01
End Date: 2029-01-01
Total Amount: 30,000,000 LL
Monthly Payment: 262,000 LL
Remaining Balance: 17,000,000 LL
Remaining Years: 6

Reason: social aid
Source: central bank
Mortgaged Asset: salary
Start Date: 2015-01-01
End Date: 2025-01-01
Total Amount: 25,000,000 LL
Monthly Payment: 210,000 LL
Remaining Balance: 2,000,000 LL
Remaining Years: 2",loans_total_amount=795000000.0; currency_signal=lbp; currency_guess=lbp
1897,Loans,large_monetary_value_review,"Reason: current account facility
Source: central bank
Mortgaged Asset: salary
Start Date: 1997-01-01
End Date: 2034-12-01
Total Amount: 740,000,000 LL
Monthly Payment: interest only
Remaining Balance: 740,000,000 LL
Remaining Years: 11

Reason: social aid
Source: central bank
Mortgaged Asset: salary
Start Date: 2019-01-01
End Date: 2029-01-01
Total Amount: 30,000,000 LL
Monthly Payment: 262,000 LL
Remaining Balance: 17,000,000 LL
Remaining Years: 6

Reason: social aid
Source: central bank
Mortgaged Asset: salary
Start Date: 2015-01-01
End Date: 2025-01-01
Total Amount: 25,000,000 LL
Monthly Payment: 210,000 LL
Remaining Balance: 2,000,000 LL
Remaining Years: 2",loans_total_remaining_balance=759000000.0; currency_signal=lbp; currency_guess=lbp
1898,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1898,School,school_missing,,School is blank in the source export
1900,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1900,School,school_missing,,School is blank in the source export
1901,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1901,School,school_missing,,School is blank in the source export
1902,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1902,School,school_missing,,School is blank in the source export
1904,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1904,School,school_missing,,School is blank in the source export
1910,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1911,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1912,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1912,School,school_missing,,School is blank in the source export
1912,Loans,large_monetary_value_review,"Reason: The loan reason is to buy a house.
Source: BLC Bank
Mortgaged Asset: The house
Start Date: 2008-08-15
End Date: 2028-07-15
Total Amount: 142,000,000 L.L.
Monthly Payment: 916,300 L.L.
Remaining Balance: 29,321,600 L.L.
Remaining Years: 2.6 years (32 months)",loans_total_amount=142000000.0; currency_signal=lbp; currency_guess=lbp
1913,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1913,School,school_missing,,School is blank in the source export
1914,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
1917,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1917,School,school_missing,,School is blank in the source export
1921,Application Type,application_type_inferred_from_level,,Derived from level 'unknown'
1921,School,school_missing,,School is blank in the source export
1922,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1922,School,school_missing,,School is blank in the source export
1922,School,school_missing_undergraduate,,School is blank for an undergraduate application
1925,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1935,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1935,School,school_missing,,School is blank in the source export
1941,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1941,School,school_missing,,School is blank in the source export
1943,Father Work Status,likely_lbp_without_currency_marker,"Status: Employed
Employed In: Public Sector
Position: Controller
Institution or Employer's Name:
Annual Income: 765,780,000
Educational Benefits:
Accomodation:
Commission:
Bonuses:
Other Benefits: 0",father_annual_income_from_work_status=765780000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1943,Financial Assistants,likely_lbp_without_currency_marker,قطاع عام Yearly 17150000,financial_assistants_total_est_annual_amount=17150000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1946,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1946,School,school_missing,,School is blank in the source export
1948,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1948,School,school_missing,,School is blank in the source export
1953,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1953,School,school_missing,,School is blank in the source export
1958,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1958,School,school_missing,,School is blank in the source export
1963,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1963,School,school_missing,,School is blank in the source export
1963,School,school_missing_undergraduate,,School is blank for an undergraduate application
1966,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
1967,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
1967,School,school_missing,,School is blank in the source export
1967,School,school_missing_undergraduate,,School is blank for an undergraduate application
1968,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1968,School,school_missing,,School is blank in the source export
1969,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_regular'
1970,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
1970,School,school_missing,,School is blank in the source export
1971,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1973,Loans,likely_lbp_without_currency_marker,"Reason: Housing Loan
Source: Iskan Bank
Mortgaged Asset: House
Start Date: 2008-05-30
End Date: 2028-06-30
Total Amount: 155000000
Monthly Payment: 1337587
Remaining Balance: 54841000
Remaining Years: 3 years and 5 months",loans_total_amount=155000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1976,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1976,School,school_missing,,School is blank in the source export
1977,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1977,School,school_missing,,School is blank in the source export
1981,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
1986,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1986,School,school_missing,,School is blank in the source export
1992,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
1992,School,school_missing,,School is blank in the source export
1993,Loans,likely_lbp_without_currency_marker,"Reason: Home loan
Source: Bank
Mortgaged Asset: The home itself
Start Date: 2013-01-01
End Date: 2043-01-01
Total Amount: 270000000
Monthly Payment: 1500000
Remaining Balance: 100000000
Remaining Years: 18",loans_total_amount=270000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1993,Loans,likely_lbp_without_currency_marker,"Reason: Home loan
Source: Bank
Mortgaged Asset: The home itself
Start Date: 2013-01-01
End Date: 2043-01-01
Total Amount: 270000000
Monthly Payment: 1500000
Remaining Balance: 100000000
Remaining Years: 18",loans_total_remaining_balance=100000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
1995,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2003,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
2009,Loans,likely_lbp_without_currency_marker,"Reason: Housing
Source: Banque De L'habitat
Mortgaged Asset: House
Start Date: 2011-07-26
End Date: 2026-08-05
Total Amount: 179,000,000
Monthly Payment: 1,124,000
Remaining Balance: 19,890,000
Remaining Years: 1 Year and 9 months",loans_total_amount=179000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
2011,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
2011,School,school_missing,,School is blank in the source export
2016,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2016,School,school_missing,,School is blank in the source export
2016,School,school_missing_undergraduate,,School is blank for an undergraduate application
2023,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
2023,School,school_missing,,School is blank in the source export
