source_sheet_name,source_row_number,application_term,level,decision,school,parent_qa_requires_review,parent_qa_issue_count,record_index,loan_reason,loan_source,loan_mortgaged_asset,loan_start_date,loan_end_date,loan_total_amount_raw,loan_total_amount,loan_total_amount_currency_signal,loan_total_amount_currency_guess,loan_monthly_payment_raw,loan_monthly_payment,loan_remaining_balance_raw,loan_remaining_balance,loan_remaining_balance_is_duration_flag,loan_remaining_years_raw,loan_remaining_years,loan_parse_method,loan_review_flag,loan_review_reasons,loan_raw_block
Export,496,202610,Undergraduate,awarded,"Shouf National College, Chouf",0,0,2,Car Purchase,Bank,salary,2023-08-03,2030-07-20,22250$,22250.0,usd,usd,265$,265.0,18000$,18000.0,0,5.5,5.5,loan_section_key_value,0,,"Reason: Car Purchase
Source: Bank
Mortgaged Asset: salary
Start Date: 2023-08-03
End Date: 2030-07-20
Total Amount: 22250$
Monthly Payment: 265$
Remaining Balance: 18000$
Remaining Years: 5.5"
Export,496,202610,Undergraduate,awarded,"Shouf National College, Chouf",0,0,3,credit card,bank,salary,2018-11-06,2026-11-30,5000$,5000.0,usd,usd,not available,,not available,,0,2,2.0,loan_section_key_value,1,monthly_payment_unparsed; remaining_balance_unparsed,"Reason: credit card
Source: bank
Mortgaged Asset: salary
Start Date: 2018-11-06
End Date: 2026-11-30
Total Amount: 5000$
Monthly Payment: not available
Remaining Balance: not available
Remaining Years: 2"
Export,500,202610,Undergraduate,awarded,"Adventist School Mouseitbeh (ASM), Mouseitbeh",1,1,1,Housing Loan,Banque de L'habitat in corporation with Bank MED,house in beirut,2014-12-11,2028-12-11,"111,230,000",111230000.0,,likely_lbp_unmarked,"662,083",662083.0,"78,125,860",78125860.0,0,7,7.0,loan_section_key_value,0,,"Reason: Housing Loan
Source: Banque de L'habitat in corporation with Bank MED
Mortgaged Asset: house in beirut
Start Date: 2014-12-11
End Date: 2028-12-11
Total Amount: 111,230,000
Monthly Payment: 662,083
Remaining Balance: 78,125,860
Remaining Years: 7"
Export,503,202610,Undergraduate,awarded,"Lycée Franco Libanais, Verdun",1,1,1,قرض اسكان,مؤسسة العامة للاسكان,the house,2008-11-20,2038-11-20,"142,000,000 L.L",142000000.0,lbp,lbp,"300,000L.L",300.0,"60,000,000L.L",60000.0,0,13,13.0,loan_section_key_value,0,,"Reason: قرض اسكان
Source: مؤسسة العامة للاسكان
Mortgaged Asset: the house
Start Date: 2008-11-20
End Date: 2038-11-20
Total Amount: 142,000,000 L.L
Monthly Payment: 300,000L.L
Remaining Balance: 60,000,000L.L
Remaining Years: 13"
Export,509,202710,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",1,1,1,social problems,Banque Du Liban,social services,2017-04-01,2027-03-31,20 000 000 L.L,20.0,lbp,lbp,131 345L.L,131.0,3 020 935L.L,3.0,0,2,2.0,loan_section_key_value,0,,"Reason: social problems
Source: Banque Du Liban
Mortgaged Asset: social services
Start Date: 2017-04-01
End Date: 2027-03-31
Total Amount: 20 000 000 L.L
Monthly Payment: 131 345L.L
Remaining Balance: 3 020 935L.L
Remaining Years: 2"
Export,509,202710,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",1,1,2,To Buy A House,Banque Du Liban,house,2001-07-01,,129 274 834L.L,129.0,lbp,lbp,424 147 L.L,424.0,5 089 764L.L,5.0,0,1,1.0,loan_section_key_value,0,,"Reason: To Buy A House
Source: Banque Du Liban
Mortgaged Asset: house
Start Date: 2001-07-01
End Date:
Total Amount: 129 274 834L.L
Monthly Payment: 424 147 L.L
Remaining Balance: 5 089 764L.L
Remaining Years: 1"
Export,509,202710,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",1,1,3,social problems,Banque du Liban,social services,2016-03-02,2026-02-28,111 988 329L.L,111.0,lbp,lbp,835 395L.L,835.0,5 012 370L.L,5.0,0,1,1.0,loan_section_key_value,0,,"Reason: social problems
Source: Banque du Liban
Mortgaged Asset: social services
Start Date: 2016-03-02
End Date: 2026-02-28
Total Amount: 111 988 329L.L
Monthly Payment: 835 395L.L
Remaining Balance: 5 012 370L.L
Remaining Years: 1"
Export,509,202710,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",1,1,4,social problems,Banque du Liban,social services,2025-05-01,2029-12-31,1 000 000 000,1.0,,unknown,13 515 000L.L,13.0,905 395 000L.L,905.0,0,1,1.0,loan_section_key_value,0,,"Reason: social problems
Source: Banque du Liban
Mortgaged Asset: social services
Start Date: 2025-05-01
End Date: 2029-12-31
Total Amount: 1 000 000 000
Monthly Payment: 13 515 000L.L
Remaining Balance: 905 395 000L.L
Remaining Years: 1"
Export,511,202710,Undergraduate,awarded,"Christian Teaching Institute (CTI), Sin El Fil Maten",0,0,1,Education loan,LAU,NA,2023-07-10,2032-07-10,54400,54400.0,,unknown,0,0.0,54400,54400.0,0,9 years,9.0,loan_section_key_value,0,,"Reason: Education loan
Source: LAU
Mortgaged Asset: NA
Start Date: 2023-07-10
End Date: 2032-07-10
Total Amount: 54400
Monthly Payment: 0
Remaining Balance: 54400
Remaining Years: 9 years"
Export,516,202710,Undergraduate,,"Jesus & Mary School, Rabweh",1,1,1,Overdraft,Bank AUDI,not applicable,2010-01-31,2025-01-31,"Basic Loan: 30,000$ (whithout interest)",30000.0,usd,usd,pending issue with the bank,,"30,000$",30000.0,0,pending issue with the bank,,loan_section_key_value,1,monthly_payment_unparsed; remaining_years_unparsed,"Reason: Overdraft
Source: Bank AUDI
Mortgaged Asset: not applicable
Start Date: 2010-01-31
End Date: 2025-01-31
Total Amount: Basic Loan: 30,000$ (whithout interest)
Monthly Payment: pending issue with the bank
Remaining Balance: 30,000$
Remaining Years: pending issue with the bank"
Export,526,202710,Undergraduate,awarded,"Secondary Evangelical School Zahle, Zahle",1,3,1,Housing,Banque Libano Francaise,House,2008-04-29,2038-04-29,"200,000,000 LBP (133,000 USD)",200000000.0,mixed,mixed,"675,000 LBP (450 USD)",675000.0,"around 100,000,000 LBP",100000000.0,0,15,15.0,loan_section_key_value,1,mixed_currency,"Reason: Housing
Source: Banque Libano Francaise
Mortgaged Asset: House
Start Date: 2008-04-29
End Date: 2038-04-29
Total Amount: 200,000,000 LBP (133,000 USD)
Monthly Payment: 675,000 LBP (450 USD)
Remaining Balance: around 100,000,000 LBP
Remaining Years: 15"
Export,528,202611,Professional,awarded,,1,2,1,Housing,Public Housing Corporation,0,2010-07-01,2040-07-01,88000,88000.0,,unknown,10,10.0,1800,1800.0,0,15,15.0,loan_section_key_value,0,,"Reason: Housing
Source: Public Housing Corporation
Mortgaged Asset: 0
Start Date: 2010-07-01
End Date: 2040-07-01
Total Amount: 88000
Monthly Payment: 10
Remaining Balance: 1800
Remaining Years: 15"
Export,532,202610,Undergraduate,awarded,"Al Azm School, Tripoli",0,0,1,Buying family apartment,Arab Finance House with the Public Institution for Housing,160000,2009-05-15,2035-05-15,120000,120000.0,,unknown,7,7.0,1000,1000.0,0,11,11.0,loan_section_key_value,0,,"Reason: Buying family apartment
Source: Arab Finance House with the Public Institution for Housing
Mortgaged Asset: 160000
Start Date: 2009-05-15
End Date: 2035-05-15
Total Amount: 120000
Monthly Payment: 7
Remaining Balance: 1000
Remaining Years: 11"
Export,543,202710,Undergraduate,awarded,"College Notre Dame de Jamhour, Baabda",1,2,1,Housing,General Housing Institution,House,2007-09-01,2037-09-01,80 000 $,80.0,usd,usd,666 000 L.L.,666.0,450 000 000 L.L.,450.0,0,12,12.0,loan_section_key_value,1,mixed_currency,"Reason: Housing
Source: General Housing Institution
Mortgaged Asset: House
Start Date: 2007-09-01
End Date: 2037-09-01
Total Amount: 80 000 $
Monthly Payment: 666 000 L.L.
Remaining Balance: 450 000 000 L.L.
Remaining Years: 12"
Export,565,202710,Undergraduate,denied,"Ecole des Peres Antonins, Hadath",0,0,1,House purchase,Housing Association,Yes,2004-12-17,2034-12-17,"76,000,000L.L",76000.0,lbp,lbp,"400,000L.L",400.0,Pending مصرف لبنان,,0,Pending مصرف لبنان,,loan_section_key_value,1,remaining_balance_unparsed; remaining_years_unparsed,"Reason: House purchase
Source: Housing Association
Mortgaged Asset: Yes
Start Date: 2004-12-17
End Date: 2034-12-17
Total Amount: 76,000,000L.L
Monthly Payment: 400,000L.L
Remaining Balance: Pending مصرف لبنان
Remaining Years: Pending مصرف لبنان"
Export,573,202610,Undergraduate,usaid,"College Mariste Champville, Antelias",0,0,1,Buying a house,جهاز الاسكان للعسكريين عبر بنك بيبلوس,"6,104",2013-10-15,2037-02-15,"5,072",5072.0,,unknown,"22,12",2212.0,2974,2974.0,0,13,13.0,loan_section_key_value,0,,"Reason: Buying a house
Source: جهاز الاسكان للعسكريين عبر بنك بيبلوس
Mortgaged Asset: 6,104
Start Date: 2013-10-15
End Date: 2037-02-15
Total Amount: 5,072
Monthly Payment: 22,12
Remaining Balance: 2974
Remaining Years: 13"
Export,585,202610,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,1,Car,"Capital Bank, Jordan",Car is mortgaged to the bank,2024-03-13,2031-03-01,"11,563 $",11563.0,usd,usd,188 $,188.0,10730 $,10730.0,0,7 years,7.0,loan_section_key_value,0,,"Reason: Car
Source: Capital Bank, Jordan
Mortgaged Asset: Car is mortgaged to the bank
Start Date: 2024-03-13
End Date: 2031-03-01
Total Amount: 11,563 $
Monthly Payment: 188 $
Remaining Balance: 10730 $
Remaining Years: 7 years"
Export,585,202610,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,2,Personal Buy Out,"Capital Bank, Jordan","No mortgaged assets, covered by salary",2022-06-09,2032-06-01,119000 $,119000.0,usd,usd,1500 $,1500.0,102000 $,102000.0,0,8 years,8.0,loan_section_key_value,0,,"Reason: Personal Buy Out
Source: Capital Bank, Jordan
Mortgaged Asset: No mortgaged assets, covered by salary
Start Date: 2022-06-09
End Date: 2032-06-01
Total Amount: 119000 $
Monthly Payment: 1500 $
Remaining Balance: 102000 $
Remaining Years: 8 years"
Export,589,202710,Undergraduate,,"College des Soeurs des Saints Coeurs Zahle Rassieh, Zahle",1,1,1,Home,Bank,Appartment (The Property Itself),2009-06-01,2039-06-01,120000$USD,120000.0,usd,usd,850$USD,850.0,45000$USD,45000.0,0,14,14.0,loan_section_key_value,0,,"Reason: Home
Source: Bank
Mortgaged Asset: Appartment (The Property Itself)
Start Date: 2009-06-01
End Date: 2039-06-01
Total Amount: 120000$USD
Monthly Payment: 850$USD
Remaining Balance: 45000$USD
Remaining Years: 14"
Export,589,202710,Undergraduate,,"College des Soeurs des Saints Coeurs Zahle Rassieh, Zahle",1,1,2,Financial Hardship (Daily Expenses),General Security Directorate,Salary,2022-01-01,2026-01-01,24000000 Lebanese Pounds,24000000.0,,unknown,500000 Lebanese Pounds,500000.0,1500000,1500000.0,0,1,1.0,loan_section_key_value,0,,"Reason: Financial Hardship (Daily Expenses)
Source: General Security Directorate
Mortgaged Asset: Salary
Start Date: 2022-01-01
End Date: 2026-01-01
Total Amount: 24000000 Lebanese Pounds
Monthly Payment: 500000 Lebanese Pounds
Remaining Balance: 1500000
Remaining Years: 1"
Export,591,202510,Undergraduate,awarded,,1,3,1,housing,banque de l'habitat,650000,2018-01-02,2028-01-02,360000,360000.0,,unknown,50,50.0,2100,2100.0,0,3 years and a half,3.0,loan_section_key_value,0,,"Reason: housing
Source: banque de l'habitat
Mortgaged Asset: 650000
Start Date: 2018-01-02
End Date: 2028-01-02
Total Amount: 360000
Monthly Payment: 50
Remaining Balance: 2100
Remaining Years: 3 years and a half"
Export,597,202610,Undergraduate,awarded,"College Notre Dame de Jamhour, Baabda",0,0,1,personal,ISF,0,2022-04-01,2026-04-01,"66,120,000 LBP",66120000.0,lbp,lbp,"1,500,000 LBP",1500000.0,"22,500,000 LBP",22500000.0,0,1.3,1.3,loan_section_key_value,0,,"Reason: personal
Source: ISF
Mortgaged Asset: 0
Start Date: 2022-04-01
End Date: 2026-04-01
Total Amount: 66,120,000 LBP
Monthly Payment: 1,500,000 LBP
Remaining Balance: 22,500,000 LBP
Remaining Years: 1.3"
Export,600,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,1,Housing loan,Banque du liban,The house,2019-10-30,2033-10-30,100 000 USD,100.0,usd,usd,500 USD,500.0,70 000 USD,70.0,0,8 years,8.0,loan_section_key_value,0,,"Reason: Housing loan
Source: Banque du liban
Mortgaged Asset: The house
Start Date: 2019-10-30
End Date: 2033-10-30
Total Amount: 100 000 USD
Monthly Payment: 500 USD
Remaining Balance: 70 000 USD
Remaining Years: 8 years"
Export,600,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,2,Aid,Banque du Liban,Land,2018-05-07,2028-05-07,100 000 Usd,100.0,usd,usd,500 Usd,500.0,10 000 Usd,10.0,0,3 years,3.0,loan_section_key_value,0,,"Reason: Aid
Source: Banque du Liban
Mortgaged Asset: Land
Start Date: 2018-05-07
End Date: 2028-05-07
Total Amount: 100 000 Usd
Monthly Payment: 500 Usd
Remaining Balance: 10 000 Usd
Remaining Years: 3 years"
Export,600,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,3,To buy a car,Banque du Liban,The car,2017-06-10,2027-06-06,40 000Usd,40.0,,unknown,500 usd,500.0,10 000 usf,10.0,0,3 years,3.0,loan_section_key_value,0,,"Reason: To buy a car
Source: Banque du Liban
Mortgaged Asset: The car
Start Date: 2017-06-10
End Date: 2027-06-06
Total Amount: 40 000Usd
Monthly Payment: 500 usd
Remaining Balance: 10 000 usf
Remaining Years: 3 years"
Export,602,202610,Undergraduate,denied,"Grand Lycee Franco Libanais, Achrafieh",0,0,1,family apartment purchase,Grandparents,not applicable,2025-01-15,2027-12-01,100000$,100000.0,usd,usd,3000$,3000.0,100000$,100000.0,0,3,3.0,loan_section_key_value,0,,"Reason: family apartment purchase
Source: Grandparents
Mortgaged Asset: not applicable
Start Date: 2025-01-15
End Date: 2027-12-01
Total Amount: 100000$
Monthly Payment: 3000$
Remaining Balance: 100000$
Remaining Years: 3"
Export,608,202610,Undergraduate,awarded,"Amjad School, Choueifat",0,0,1,Buy an apartment,BBAC,Apartment,2017-06-09,2027-06-09,1676,1676.0,,unknown,14,14.0,419,419.0,0,2.6,2.6,loan_section_key_value,0,,"Reason: Buy an apartment
Source: BBAC
Mortgaged Asset: Apartment
Start Date: 2017-06-09
End Date: 2027-06-09
Total Amount: 1676
Monthly Payment: 14
Remaining Balance: 419
Remaining Years: 2.6"
Export,614,202610,Undergraduate,awarded,"Sagesse High School, Ain Saade",0,0,1,current expenses,bank,0,2023-11-01,2027-02-01,20000,20000.0,,unknown,500,500.0,13500,13500.0,0,2years and 3 months,3.0,loan_section_key_value,0,,"Reason: current expenses
Source: bank
Mortgaged Asset: 0
Start Date: 2023-11-01
End Date: 2027-02-01
Total Amount: 20000
Monthly Payment: 500
Remaining Balance: 13500
Remaining Years: 2years and 3 months"
Export,617,202610,Undergraduate,denied,The Lebanese School,0,0,1,Personal,Qatar National Bank,0,2024-02-07,2027-02-07,71232,71232.0,,unknown,2233,2233.0,58000,58000.0,0,3,3.0,loan_section_key_value,0,,"Reason: Personal
Source: Qatar National Bank
Mortgaged Asset: 0
Start Date: 2024-02-07
End Date: 2027-02-07
Total Amount: 71232
Monthly Payment: 2233
Remaining Balance: 58000
Remaining Years: 3"
Export,634,202710,Undergraduate,denied,"Greenfield College, Bir Hassan",0,0,1,house,مؤسسة العامة للاسكان,hadath home,2009-12-03,2024-12-03,"180, 000, 000 L.L.",180.0,lbp,lbp,0,0.0,0,0.0,0,المتبقي هو الفوائد والمعاملة بالاسكان (بانتظار الفوائد),,loan_section_key_value,1,remaining_years_unparsed,"Reason: house
Source: مؤسسة العامة للاسكان
Mortgaged Asset: hadath home
Start Date: 2009-12-03
End Date: 2024-12-03
Total Amount: 180, 000, 000 L.L.
Monthly Payment: 0
Remaining Balance: 0
Remaining Years: المتبقي هو الفوائد والمعاملة بالاسكان (بانتظار الفوائد)"
Export,638,202520,Undergraduate,denied,,1,3,1,To pay Aub tuition fees,Emirates Bank loan,No,2024-07-01,2027-06-01,"92,000",92000.0,,unknown,"2,560",2560.0,"76,700",76700.0,0,3 years,3.0,loan_section_key_value,0,,"Reason: To pay Aub tuition fees
Source: Emirates Bank loan
Mortgaged Asset: No
Start Date: 2024-07-01
End Date: 2027-06-01
Total Amount: 92,000
Monthly Payment: 2,560
Remaining Balance: 76,700
Remaining Years: 3 years"
Export,638,202520,Undergraduate,denied,,1,3,2,To pay Aub tuition fees,BSF bank,No,2024-02-01,2026-01-01,"18,500",18500.0,,unknown,770,770.0,"10,040",10040.0,0,1 year and 2 months,2.0,loan_section_key_value,0,,"Reason: To pay Aub tuition fees
Source: BSF bank
Mortgaged Asset: No
Start Date: 2024-02-01
End Date: 2026-01-01
Total Amount: 18,500
Monthly Payment: 770
Remaining Balance: 10,040
Remaining Years: 1 year and 2 months"
Export,652,202610,Undergraduate,,"Irfan Secondary School, Chouf",1,1,1,School Tuition,Al Qard Al-Hassan Association,Gold,2023-10-01,2025-10-01,1250,1250.0,,unknown,50,50.0,650,650.0,0,1,1.0,loan_section_key_value,0,,"Reason: School Tuition
Source: Al Qard Al-Hassan Association
Mortgaged Asset: Gold
Start Date: 2023-10-01
End Date: 2025-10-01
Total Amount: 1250
Monthly Payment: 50
Remaining Balance: 650
Remaining Years: 1"
Export,652,202610,Undergraduate,,"Irfan Secondary School, Chouf",1,1,2,University Tuition,Al Qard Al-Hassan Association,Gold,2024-04-01,2025-09-01,1597,1597.0,,unknown,88,88.0,1069,1069.0,0,1,1.0,loan_section_key_value,0,,"Reason: University Tuition
Source: Al Qard Al-Hassan Association
Mortgaged Asset: Gold
Start Date: 2024-04-01
End Date: 2025-09-01
Total Amount: 1597
Monthly Payment: 88
Remaining Balance: 1069
Remaining Years: 1"
Export,671,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",1,1,1,housing,BLOM Bank,house,2010-07-14,2040-07-14,168750000 L.L,168750000.0,lbp,lbp,1050000,1050000.0,remaining payment scheduling ia under process by the Public Corporation for Housing,,0,15,15.0,loan_section_key_value,1,remaining_balance_unparsed,"Reason: housing
Source: BLOM Bank
Mortgaged Asset: house
Start Date: 2010-07-14
End Date: 2040-07-14
Total Amount: 168750000 L.L
Monthly Payment: 1050000
Remaining Balance: remaining payment scheduling ia under process by the Public Corporation for Housing
Remaining Years: 15"
Export,681,202711,Professional,awarded,,1,2,1,Liquid assistance,interior security forces,0,2025-06-01,2027-06-06,1575.74,1575.74,,unknown,39.11,39.11,1302,1302.0,0,1.5,1.5,loan_section_key_value,0,,"Reason: Liquid assistance
Source: interior security forces
Mortgaged Asset: 0
Start Date: 2025-06-01
End Date: 2027-06-06
Total Amount: 1575.74
Monthly Payment: 39.11
Remaining Balance: 1302
Remaining Years: 1.5"
Export,683,202710,Undergraduate,denied,"The International School of Choueifat - Dubai Investments Park, Dubai",0,0,1,Personal Loan- Top up on existing Loan,Emirates NBD Bank,Retirment,2025-09-01,2029-09-01,"117,000",117000.0,,unknown,2760,2760.0,"117,000",117000.0,0,4,4.0,loan_section_key_value,0,,"Reason: Personal Loan- Top up on existing Loan
Source: Emirates NBD Bank
Mortgaged Asset: Retirment
Start Date: 2025-09-01
End Date: 2029-09-01
Total Amount: 117,000
Monthly Payment: 2760
Remaining Balance: 117,000
Remaining Years: 4"
Export,700,202611,Professional,awarded,,1,3,1,House loan,Public corporation for housing Lebanon (المؤسسة العامة للإسكان),House,2015-07-10,2030-08-10,"216,000,000 LBP (without interest)",216000000.0,lbp,lbp,"1,200,000 LBP",1200000.0,"79,200,000 LBP (without interest)",79200000.0,0,5.5,5.5,loan_section_key_value,0,,"Reason: House loan
Source: Public corporation for housing Lebanon (المؤسسة العامة للإسكان)
Mortgaged Asset: House
Start Date: 2015-07-10
End Date: 2030-08-10
Total Amount: 216,000,000 LBP (without interest)
Monthly Payment: 1,200,000 LBP
Remaining Balance: 79,200,000 LBP (without interest)
Remaining Years: 5.5"
Export,702,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,1,housing loan,المؤسسة العامة للاسكان,house,2014-12-05,2029-12-05,3034,3034.0,,unknown,20,20.0,1040,1040.0,0,5,5.0,loan_section_key_value,0,,"Reason: housing loan
Source: المؤسسة العامة للاسكان
Mortgaged Asset: house
Start Date: 2014-12-05
End Date: 2029-12-05
Total Amount: 3034
Monthly Payment: 20
Remaining Balance: 1040
Remaining Years: 5"
Export,708,202610,Undergraduate,awarded,"College Notre Dame de Jamhour, Baabda",0,0,1,Home,Newrez,"100,000$",2020-07-01,2044-07-01,"390,000$",390000.0,usd,usd,"2,542.19$",2542.19,"365,000$",365000.0,0,26,26.0,loan_section_key_value,0,,"Reason: Home
Source: Newrez
Mortgaged Asset: 100,000$
Start Date: 2020-07-01
End Date: 2044-07-01
Total Amount: 390,000$
Monthly Payment: 2,542.19$
Remaining Balance: 365,000$
Remaining Years: 26"
Export,708,202610,Undergraduate,awarded,"College Notre Dame de Jamhour, Baabda",0,0,2,Car,Honda,0,2020-11-01,2025-11-01,"22,260$",22260.0,usd,usd,389.45$,389.45,"5,452.3$",5452.3,0,1,1.0,loan_section_key_value,0,,"Reason: Car
Source: Honda
Mortgaged Asset: 0
Start Date: 2020-11-01
End Date: 2025-11-01
Total Amount: 22,260$
Monthly Payment: 389.45$
Remaining Balance: 5,452.3$
Remaining Years: 1"
Export,708,202610,Undergraduate,awarded,"College Notre Dame de Jamhour, Baabda",0,0,3,Furniture,Synchrony Bank,0,2019-01-01,2025-01-01,"18,000$",18000.0,usd,usd,286$,286.0,858$,858.0,0,0,0.0,loan_section_key_value,0,,"Reason: Furniture
Source: Synchrony Bank
Mortgaged Asset: 0
Start Date: 2019-01-01
End Date: 2025-01-01
Total Amount: 18,000$
Monthly Payment: 286$
Remaining Balance: 858$
Remaining Years: 0"
Export,728,202611,Professional,awarded,,1,2,1,Student Loan,Federal and Provincial Student Loan,N/A,2020-09-05,2024-04-30,"$39,314 (CAD)",39314.0,usd,usd,$188.63 (CAD),188.63,"$32,631.37 (CAD)",32631.37,0,14.5 years,14.5,loan_section_key_value,0,,"Reason: Student Loan
Source: Federal and Provincial Student Loan
Mortgaged Asset: N/A
Start Date: 2020-09-05
End Date: 2024-04-30
Total Amount: $39,314 (CAD)
Monthly Payment: $188.63 (CAD)
Remaining Balance: $32,631.37 (CAD)
Remaining Years: 14.5 years"
Export,728,202611,Professional,awarded,,1,2,2,Car Loan,STEELE MITSUBISHI 3321421 NOVA SCOTIA LIMITED,N/A,2021-08-23,2028-07-31,"$40,495.00 (CAD)",40495.0,usd,usd,$445.00 (CAD),445.0,"$19,800 (CAD)",19800.0,0,3.67,3.67,loan_section_key_value,0,,"Reason: Car Loan
Source: STEELE MITSUBISHI 3321421 NOVA SCOTIA LIMITED
Mortgaged Asset: N/A
Start Date: 2021-08-23
End Date: 2028-07-31
Total Amount: $40,495.00 (CAD)
Monthly Payment: $445.00 (CAD)
Remaining Balance: $19,800 (CAD)
Remaining Years: 3.67"
Export,733,202710,Undergraduate,,The International School of Choueifat - Choueifat,1,1,1,Cannot Afford,Car,No,2025-04-16,2028-03-27,22159,22159.0,,unknown,175,175.0,13651,13651.0,0,2,2.0,loan_section_key_value,0,,"Reason: Cannot Afford
Source: Car
Mortgaged Asset: No
Start Date: 2025-04-16
End Date: 2028-03-27
Total Amount: 22159
Monthly Payment: 175
Remaining Balance: 13651
Remaining Years: 2"
Export,737,202610,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",0,0,1,House,Audi Bank,house,2012-09-05,2033-09-05,"$370,000",370000.0,usd,usd,$2500,2500.0,"150,000",150000.0,0,8 years,8.0,loan_section_key_value,0,,"Reason: House
Source: Audi Bank
Mortgaged Asset: house
Start Date: 2012-09-05
End Date: 2033-09-05
Total Amount: $370,000
Monthly Payment: $2500
Remaining Balance: 150,000
Remaining Years: 8 years"
Export,738,202610,Undergraduate,awarded,"Lycee D'Orient, Daraya",1,1,1,house rennovation,Bnque De L habitat,house,2016-05-18,2033-05-18,"140,000,000 l.l.",140000000.0,lbp,lbp,"910,000 l.l.",910000.0,"65,330,000 l.l.",65330000.0,0,9,9.0,loan_section_key_value,0,,"Reason: house rennovation
Source: Bnque De L habitat
Mortgaged Asset: house
Start Date: 2016-05-18
End Date: 2033-05-18
Total Amount: 140,000,000 l.l.
Monthly Payment: 910,000 l.l.
Remaining Balance: 65,330,000 l.l.
Remaining Years: 9"
Export,748,202610,Undergraduate,awarded,"Tahwita Modern School (TMS), Tahouitet El Ghadir",1,1,1,To pay for school,Kard Al Hasan,Gold,2024-06-09,2027-05-09,4400$,4400.0,usd,usd,122$,122.0,4034$,4034.0,0,3,3.0,loan_section_key_value,0,,"Reason: To pay for school
Source: Kard Al Hasan
Mortgaged Asset: Gold
Start Date: 2024-06-09
End Date: 2027-05-09
Total Amount: 4400$
Monthly Payment: 122$
Remaining Balance: 4034$
Remaining Years: 3"
Export,748,202610,Undergraduate,awarded,"Tahwita Modern School (TMS), Tahouitet El Ghadir",1,1,2,To pay for school,Kard Al Hasan,Gold,2024-03-12,2026-02-12,45720000L.L,,lbp,lbp,1905000L.L,,30600000L.L,,0,2,2.0,loan_section_key_value,1,total_amount_unparsed; monthly_payment_unparsed; remaining_balance_unparsed,"Reason: To pay for school
Source: Kard Al Hasan
Mortgaged Asset: Gold
Start Date: 2024-03-12
End Date: 2026-02-12
Total Amount: 45720000L.L
Monthly Payment: 1905000L.L
Remaining Balance: 30600000L.L
Remaining Years: 2"
Export,748,202610,Undergraduate,awarded,"Tahwita Modern School (TMS), Tahouitet El Ghadir",1,1,3,To complete the remaining payment for the house,بنك الاعتماد,House itself,2014-11-30,2037-11-30,67000000L.L,,lbp,lbp,500000L.L,,30000000L.L,,0,13,13.0,loan_section_key_value,1,total_amount_unparsed; monthly_payment_unparsed; remaining_balance_unparsed,"Reason: To complete the remaining payment for the house
Source: بنك الاعتماد
Mortgaged Asset: House itself
Start Date: 2014-11-30
End Date: 2037-11-30
Total Amount: 67000000L.L
Monthly Payment: 500000L.L
Remaining Balance: 30000000L.L
Remaining Years: 13"
Export,755,202610,Undergraduate,usaid,"Bissan Secondary School UNRWA, Saida",0,0,1,universital reason,AL -Qard AL-Hasan,Gold,2024-05-04,2027-05-04,"7,124",7124.0,,unknown,197,197.0,6336,6336.0,0,3,3.0,loan_section_key_value,0,,"Reason: universital reason
Source: AL -Qard AL-Hasan
Mortgaged Asset: Gold
Start Date: 2024-05-04
End Date: 2027-05-04
Total Amount: 7,124
Monthly Payment: 197
Remaining Balance: 6336
Remaining Years: 3"
Export,755,202610,Undergraduate,usaid,"Bissan Secondary School UNRWA, Saida",0,0,2,universital reason,AL -Qard AL-Hasan,Gold,2024-05-04,2026-11-04,1320,1320.0,,unknown,44,44.0,1144,1144.0,0,2,2.0,loan_section_key_value,0,,"Reason: universital reason
Source: AL -Qard AL-Hasan
Mortgaged Asset: Gold
Start Date: 2024-05-04
End Date: 2026-11-04
Total Amount: 1320
Monthly Payment: 44
Remaining Balance: 1144
Remaining Years: 2"
Export,758,202710,Undergraduate,denied,"College Protestant Francais (CPF), Koraytem Beirut",0,0,1,university tuition,family member,no,2025-01-01,2033-03-01,51 468 $,51.0,usd,usd,468 $,468.0,46 788$,46.0,0,8 years,8.0,loan_section_key_value,0,,"Reason: university tuition
Source: family member
Mortgaged Asset: no
Start Date: 2025-01-01
End Date: 2033-03-01
Total Amount: 51 468 $
Monthly Payment: 468 $
Remaining Balance: 46 788$
Remaining Years: 8 years"
