source_sheet_name,source_row_number,application_term,level,decision,school,parent_qa_requires_review,parent_qa_issue_count,record_index,assistant_raw_line,assistant_subject,assistant_amount_text,assistant_amount_per_occurrence,assistant_frequency_multiplier,assistant_estimated_annual_amount,assistant_currency_signal,assistant_currency_guess,assistant_parse_method,assistant_review_flag,assistant_review_reasons
Export,1054,202710,Undergraduate,denied,"Sagesse High School, Ain Saade",0,0,1,Uncle (brother of Tania Chahine) Yearly 8000,Uncle (brother of Tania Chahine),8000,8000.0,1,8000.0,,unknown,line_amount_then_cadence,0,
Export,1056,202610,Undergraduate,awarded,"Shouf National College, Chouf",0,0,1,Uncle Monthly 300$,Uncle,300$,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,1061,202610,Undergraduate,awarded,"Lycee National Schools Bekaata, Bakaata",0,0,1,Father-son weekly 50$,Father-son,50$,50.0,52,2600.0,usd,usd,line_amount_then_cadence,0,
Export,1064,202711,Undergraduate,awarded,,1,3,1,Uncle monthly 1500,Uncle,1500,1500.0,12,18000.0,,unknown,line_amount_then_cadence,0,
Export,1076,202710,Undergraduate,awarded,"Al Najah School Bayssour, Baissour",0,0,1,Aunt yearly 5000,Aunt,5000,5000.0,1,5000.0,,unknown,line_amount_then_cadence,0,
Export,1076,202710,Undergraduate,awarded,"Al Najah School Bayssour, Baissour",0,0,2,Uncle Yearly 6000,Uncle,6000,6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,1078,202610,Undergraduate,denied,"Marj School, Baakline",0,0,1,sister monthly 400 $,sister,400 $,400.0,12,4800.0,usd,usd,line_amount_then_cadence,0,
Export,1105,202510,Graduate,awarded,,1,2,1,"Maternal Uncle Monthly $1000, in addition helps in paying tuitions for my brother and I.",Maternal Uncle,"$1000, in addition helps in paying tuitions for my brother and I.",1000.0,12,12000.0,usd,usd,line_amount_then_cadence,0,
Export,1105,202510,Graduate,awarded,,1,2,2,Brother Monthly $300,Brother,$300,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,1109,202610,Undergraduate,,"Ecole Secondaire des Filles de la Charite, Achrafieh",1,1,1,Mother monthly 100,Mother,100,100.0,12,1200.0,,unknown,line_amount_then_cadence,0,
Export,1110,202610,Undergraduate,awarded,"Collège Notre Dame des Soeurs Salvatoriennes(MSA), Abra",0,0,1,لا توجد Monthly 125,لا توجد,125,125.0,12,1500.0,,unknown,line_amount_then_cadence,0,
Export,1121,202610,Undergraduate,awarded,"Der Yassin Coeducational Secondary School UNRWA, Tyre",0,0,1,"Sister she is USAID student that get every month 400$,she use 200$ on her food, clothes and books and give us 200$ Monthly 200$","Sister she is USAID student that get every month $,she use on her food, clothes and books and give us $ $",,,12,,usd,usd,line_amount_then_cadence,1,ambiguous_amount_location; amount_unparsed
Export,1121,202610,Undergraduate,awarded,"Der Yassin Coeducational Secondary School UNRWA, Tyre",0,0,2,NA Monthly 185$,NA,185$,185.0,12,2220.0,usd,usd,line_amount_then_cadence,0,
Export,1136,202710,Undergraduate,denied,"College Saint Joseph Des Soeurs Antonines, Ksara",0,0,1,employee (colonel) yearly 5000,employee (colonel),5000,5000.0,1,5000.0,,unknown,line_amount_then_cadence,0,
Export,1156,202610,Undergraduate,awarded,The International School of Choueifat - Choueifat,0,0,1,Uncle Monthly 2000,Uncle,2000,2000.0,12,24000.0,,unknown,line_amount_then_cadence,0,
Export,1162,202520,Undergraduate,awarded,,1,3,1,officer yearly 3000,officer,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,1170,202610,Undergraduate,awarded,"Antonine International School, Dekwaneh",0,0,1,Father in the Armed Forces - Payments for School Yearly 4890$,Father in the Armed Forces - Payments for School,4890$,4890.0,1,4890.0,usd,usd,line_amount_then_cadence,0,
Export,1171,202611,Professional,awarded,,1,2,1,Brother monthly 1500,Brother,1500,1500.0,12,18000.0,,unknown,line_amount_then_cadence,0,
Export,1172,202610,Undergraduate,awarded,"Al Iman School, Raml Al Zarif Beirut",0,0,1,Older Brother Monthly 400,Older Brother,400,400.0,12,4800.0,,unknown,line_amount_then_cadence,0,
Export,1182,202610,Undergraduate,awarded,"Adventist School Mouseitbeh (ASM), Mouseitbeh",0,0,1,Father's Brother Every 3 months 800,Father's Brother,800,800.0,4.0,3200.0,,unknown,line_amount_then_cadence,0,
Export,1197,202510,Undergraduate,awarded,"Ahliah School, Wadi Abou Jamil",0,0,1,"Brother Monthly $1,170",Brother,"$1,170",1170.0,12,14040.0,usd,usd,line_amount_then_cadence,0,
Export,1197,202510,Undergraduate,awarded,"Ahliah School, Wadi Abou Jamil",0,0,2,Aunt Monthly $170,Aunt,$170,170.0,12,2040.0,usd,usd,line_amount_then_cadence,0,
Export,1197,202510,Undergraduate,awarded,"Ahliah School, Wadi Abou Jamil",0,0,3,Grandmother Monthly $700,Grandmother,$700,700.0,12,8400.0,usd,usd,line_amount_then_cadence,0,
Export,1209,202510,Graduate,awarded,,1,2,1,"Grandfather As required to pay for affordable university/school tuition, bills and monthly expenses Around USD 30,000","Grandfather As required to pay for affordable university/school tuition, bills and expenses Around USD","expenses USD 30,000",30000.0,12,360000.0,usd,usd,line_amount_then_cadence,0,
Export,1210,202510,Graduate,denied,,1,2,1,grandfather monthly 500$,grandfather,500$,500.0,12,6000.0,usd,usd,line_amount_then_cadence,0,
Export,1251,202510,Graduate,awarded,,1,2,1,Brother Brother 100$,,Brother Brother 100$,100.0,1,100.0,usd,usd,line_amount_then_cadence,0,
Export,1254,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,1,uncle irregular upon demand and expenses 10000$,,uncle irregular upon demand and expenses 10000$,10000.0,1,10000.0,usd,usd,line_amount_then_cadence,0,
Export,1254,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,2,aunt irregular upon demand and expenses 5000$,,aunt irregular upon demand and expenses 5000$,5000.0,1,5000.0,usd,usd,line_amount_then_cadence,0,
Export,1254,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,3,aunt's husband irregular upon demand and expenses 3000$,,aunt's husband irregular upon demand and expenses 3000$,3000.0,1,3000.0,usd,usd,line_amount_then_cadence,0,
Export,1263,202610,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,1,cousin monthly 300$,cousin,300$,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,1263,202610,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,2,uncle monthly 200$,uncle,200$,200.0,12,2400.0,usd,usd,line_amount_then_cadence,0,
Export,1276,202610,Undergraduate,awarded,The International School of Choueifat - Koura,0,0,1,Grandfather Monthly 500$,Grandfather,500$,500.0,12,6000.0,usd,usd,line_amount_then_cadence,0,
Export,1276,202610,Undergraduate,awarded,The International School of Choueifat - Koura,0,0,2,"Paternal Uncle Monthly (household bills, car insurance, medical insurance, Heating fuel,...) around 400$","Paternal Uncle (household bills, car insurance, medical insurance, Heating fuel,...) around $","(household bills, car insurance, medical insurance, Heating fuel,...) 400$",400.0,12,4800.0,usd,usd,line_amount_then_cadence,0,
Export,1305,202510,Undergraduate,awarded,"LWIS City International School DT Beirut, Beirut",0,0,1,Sister Monthly 300,Sister,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1305,202510,Undergraduate,awarded,"LWIS City International School DT Beirut, Beirut",0,0,2,Sister Monthly 300,Sister,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1305,202510,Undergraduate,awarded,"LWIS City International School DT Beirut, Beirut",0,0,3,Sister Monthly 300,Sister,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1307,202610,Undergraduate,awarded,"Al Hidaya High School, Bchamoun",0,0,1,organization Once per 6 months 100,,,,1,,,,line_amount_then_cadence,1,multiple_amount_candidates; amount_unparsed
Export,1317,202711,Professional,denied,,1,2,1,Niece Every Semester 2500,Niece Every,2500,2500.0,2,5000.0,,unknown,line_amount_then_cadence,0,
Export,1319,202710,Undergraduate,denied,"Rafic Hariri High School (RHHS), Saida",0,0,1,Mother Monthly 100,Mother,100,100.0,12,1200.0,,unknown,line_amount_then_cadence,0,
Export,1320,202611,Professional,awarded,,1,2,1,Uncle Monthly 300,Uncle,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1330,202610,Undergraduate,awarded,Education and Teaching Secondary School (ETSS),0,0,1,Aunt Once 5290,,Aunt Once 5290,5290.0,1,5290.0,,unknown,line_amount_then_cadence,0,
Export,1334,202610,Undergraduate,awarded,Beirut Babptist School,0,0,1,Aunt Monthly 400,Aunt,400,400.0,12,4800.0,,unknown,line_amount_then_cadence,0,
Export,1337,202510,Undergraduate,awarded,"College Des Apotres, Jounieh",0,0,1,Married to Mary Missy N/A N/A,,Married to Mary Missy N/A N/A,,1,,,,line_amount_then_cadence,1,amount_unparsed
Export,1350,202710,Undergraduate,awarded,"Greenfield College, Bir Hassan",0,0,1,Grandmother Yearly 2000,Grandmother,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,1358,202710,Undergraduate,,"Modern Community School, Chiyah",1,1,1,Uncle Monthly 1000,Uncle,1000,1000.0,12,12000.0,,unknown,line_amount_then_cadence,0,
Export,1371,202610,Undergraduate,awarded,"Greenfield College, Bir Hassan",0,0,1,Brother Monthly 500$,Brother,500$,500.0,12,6000.0,usd,usd,line_amount_then_cadence,0,
Export,1377,202510,Graduate,awarded,,1,2,1,Step father Monthly 300 dollars,Step father,300 dollars,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,1382,202710,Undergraduate,awarded,"Ali Bin Abi Taleb School, Beirut",0,0,1,Friend Yearly 10000,Friend,10000,10000.0,1,10000.0,,unknown,line_amount_then_cadence,0,
Export,1397,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,1,Grandfather Yearly 6000,Grandfather,6000,6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,1405,202711,Professional,awarded,,1,2,1,N/A Per Semester (Educational Assistance) 1500,N/A Per,(Educational Assistance) 1500,1500.0,2,3000.0,,unknown,line_amount_then_cadence,0,
Export,1408,202610,Undergraduate,awarded,The International School of Choueifat - Choueifat,0,0,1,"brother yearly 10,000$",brother,"10,000$",10000.0,1,10000.0,usd,usd,line_amount_then_cadence,0,
Export,1410,202611,Professional,awarded,,1,2,1,Member Based on request Depends on percentages,,Member Based on request Depends on percentages,,1,,,,line_amount_then_cadence,1,amount_unparsed
Export,1420,202610,Undergraduate,awarded,"La Cime School, Choueifat",0,0,1,Mother monthly 25$,Mother,25$,25.0,12,300.0,usd,usd,line_amount_then_cadence,0,
Export,1420,202610,Undergraduate,awarded,"La Cime School, Choueifat",0,0,2,Father monthly 25$,Father,25$,25.0,12,300.0,usd,usd,line_amount_then_cadence,0,
Export,1431,202510,Undergraduate,awarded,"Hariri High School II, Beirut",1,2,1,Employer Yearly 6000,Employer,6000,6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,1461,202710,Undergraduate,awarded,"Saint Mary's Orthodox College (SMOC), Beirut",0,0,1,Deceased father's employer Yearly 7000,Deceased father's employer,7000,7000.0,1,7000.0,,unknown,line_amount_then_cadence,0,
Export,1468,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,1,Cousin yearly 10000,Cousin,10000,10000.0,1,10000.0,,unknown,line_amount_then_cadence,0,
Export,1468,202610,Undergraduate,denied,"International College (IC), Beirut",0,0,2,Cousin yearly 15000,Cousin,15000,15000.0,1,15000.0,,unknown,line_amount_then_cadence,0,
Export,1470,202710,Undergraduate,,"International College (IC), Beirut",1,1,1,None monthly 630,None,630,630.0,12,7560.0,,unknown,line_amount_then_cadence,0,
Export,1472,202610,Undergraduate,awarded,The International School of Choueifat - Choueifat,0,0,1,Daughter Monthly 1000$,Daughter,1000$,1000.0,12,12000.0,usd,usd,line_amount_then_cadence,0,
Export,1484,202610,Undergraduate,usaid,"Makassed Islamic High School - Saida, Saida",0,0,1,assistantship for families that do not have any support because of deceased parent Monthly 650,assistantship for families that do not have any support because of deceased parent,650,650.0,12,7800.0,,unknown,line_amount_then_cadence,0,
Export,1490,202510,Graduate,awarded,,1,2,1,Brother Every month 300-400$,,Brother Every month 300-400$,350.0,1,350.0,usd,usd,line_amount_then_cadence,0,
Export,1503,202520,Undergraduate,awarded,Saint Joseph School Cornet Shehwan,0,0,1,Aunt Yearly 9000,Aunt,9000,9000.0,1,9000.0,,unknown,line_amount_then_cadence,0,
Export,1504,202610,Undergraduate,awarded,"Beirut Annuciation Orthodox College (BAC), Achrafieh",0,0,1,He is my uncle Yearly 3000,He is my uncle,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,1561,202520,Graduate,awarded,,1,2,1,my father was a pharmacist monthly 80$,my father was a pharmacist,80$,80.0,12,960.0,usd,usd,line_amount_then_cadence,0,
Export,1561,202520,Graduate,awarded,,1,2,2,sister Monthly 100$,sister,100$,100.0,12,1200.0,usd,usd,line_amount_then_cadence,0,
Export,1569,202610,Undergraduate,awarded,"Bissan Secondary School UNRWA, Saida",0,0,1,Father Monthly 1900 $,Father,1900 $,1900.0,12,22800.0,usd,usd,line_amount_then_cadence,0,
Export,1569,202610,Undergraduate,awarded,"Bissan Secondary School UNRWA, Saida",0,0,2,Mother Monthly 1800$,Mother,1800$,1800.0,12,21600.0,usd,usd,line_amount_then_cadence,0,
Export,1583,202510,Graduate,awarded,,1,2,1,Uncle monthly 200$-300$,Uncle,200$-300$,200.0,12,2400.0,usd,usd,line_amount_then_cadence,0,
Export,1620,202610,Undergraduate,denied,"College Mariste Champville, Antelias",0,0,1,Grandmother Monthly 300,Grandmother,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1630,202610,Undergraduate,awarded,"Al Mahdi Shahed High School, Bourj El Barajneh",0,0,1,Grandfather from my father's side Yearly 1000,Grandfather from my father's side,1000,1000.0,1,1000.0,,unknown,line_amount_then_cadence,0,
Export,1632,202710,Undergraduate,awarded,"Official Secondary School Tebnin, Tebnine",0,0,1,Father's Sister Monthly 200,Father's Sister,200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,1632,202710,Undergraduate,awarded,"Official Secondary School Tebnin, Tebnine",0,0,2,Father's Sister Monthly 200,Father's Sister,200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,1647,202710,Undergraduate,denied,"Le Lycee National, Choueifat",0,0,1,Grandmother yearly 10000,Grandmother,10000,10000.0,1,10000.0,,unknown,line_amount_then_cadence,0,
Export,1664,202710,Undergraduate,awarded,"Official Secondary School, Choueifat",0,0,1,Brother Yearly 4000,Brother,4000,4000.0,1,4000.0,,unknown,line_amount_then_cadence,0,
Export,1664,202710,Undergraduate,awarded,"Official Secondary School, Choueifat",0,0,2,Brother Yearly 4000,Brother,4000,4000.0,1,4000.0,,unknown,line_amount_then_cadence,0,
Export,1664,202710,Undergraduate,awarded,"Official Secondary School, Choueifat",0,0,3,ministry of Social Affairs monthly 125,ministry of Social Affairs,125,125.0,12,1500.0,,unknown,line_amount_then_cadence,0,
Export,1667,202710,Undergraduate,awarded,The International School of Choueifat - Koura,0,0,1,Father Monthly 750,Father,750,750.0,12,9000.0,,unknown,line_amount_then_cadence,0,
Export,1678,202610,Undergraduate,awarded,"Rafic Hariri High School (RHHS), Saida",0,0,1,uncle monthly 2000,uncle,2000,2000.0,12,24000.0,,unknown,line_amount_then_cadence,0,
Export,1679,202611,Professional,awarded,,1,2,1,Brother Yearly $4000,Brother,$4000,4000.0,1,4000.0,usd,usd,line_amount_then_cadence,0,
Export,1679,202611,Professional,awarded,,1,2,2,Brother Yearly $4000,Brother,$4000,4000.0,1,4000.0,usd,usd,line_amount_then_cadence,0,
Export,1687,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,1,Scholarship stipend Monthly 130,Scholarship stipend,130,130.0,12,1560.0,,unknown,line_amount_then_cadence,0,
Export,1687,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,2,Beneficiary Monthly 85,Beneficiary,85,85.0,12,1020.0,,unknown,line_amount_then_cadence,0,
Export,1687,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,3,Uncle Monthly 100,Uncle,100,100.0,12,1200.0,,unknown,line_amount_then_cadence,0,
Export,1693,202610,Undergraduate,denied,"College Notre Dame de Jamhour, Baabda",0,0,1,Grandfather Monthly $1000,Grandfather,$1000,1000.0,12,12000.0,usd,usd,line_amount_then_cadence,0,
Export,1698,202610,Undergraduate,awarded,"Amjad School, Choueifat",0,0,1,Daughter Monthly 400$,Daughter,400$,400.0,12,4800.0,usd,usd,line_amount_then_cadence,0,
Export,1709,202510,Graduate,awarded,,1,2,1,Sister Per semester Depends on requirement,,Sister Per semester Depends on requirement,,2,,,,line_amount_then_cadence,1,amount_unparsed
Export,1713,202610,Undergraduate,awarded,"Lycee Montaigne, Beit Chabab",0,0,1,ex member of parliament monthy 600,,ex member of parliament monthy 600,600.0,1,600.0,,unknown,line_amount_then_cadence,0,
Export,1728,202510,Undergraduate,denied,,1,3,1,"Aunt Yearly 1,000$",Aunt,"1,000$",1000.0,1,1000.0,usd,usd,line_amount_then_cadence,0,
Export,1751,202610,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",0,0,1,Paternal Aunt Yearly 1000,Paternal Aunt,1000,1000.0,1,1000.0,,unknown,line_amount_then_cadence,0,
Export,1751,202610,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",0,0,2,Maternal Aunt yearly 2000,Maternal Aunt,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,1753,202610,Undergraduate,awarded,"College des Saints Coeurs Sioufi, Achrafieh",0,0,1,Uncle Monthly 300,Uncle,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1770,202610,Undergraduate,usaid,"Offical Secondary School Shakib Irslan, Beirut",0,0,1,uncle of my mother once per month 70$,uncle of my mother once,70$,70.0,12,840.0,usd,usd,line_amount_then_cadence,0,
Export,1770,202610,Undergraduate,usaid,"Offical Secondary School Shakib Irslan, Beirut",0,0,2,Aunt of my mother once per month 100$,Aunt of my mother once,100$,100.0,12,1200.0,usd,usd,line_amount_then_cadence,0,
Export,1770,202610,Undergraduate,usaid,"Offical Secondary School Shakib Irslan, Beirut",0,0,3,My aunt once per month 70$,My aunt once,70$,70.0,12,840.0,usd,usd,line_amount_then_cadence,0,
Export,1770,202610,Undergraduate,usaid,"Offical Secondary School Shakib Irslan, Beirut",0,0,4,Neighbor once per month 30$,Neighbor once,30$,30.0,12,360.0,usd,usd,line_amount_then_cadence,0,
Export,1775,202520,Undergraduate,denied,,1,3,1,sister monthly 300$,sister,300$,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,1775,202520,Undergraduate,denied,,1,3,2,Brother Monthly 300$,Brother,300$,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,1777,202710,Undergraduate,,"Sagesse High School, Ain Saade",1,1,1,Uncle Yearly 20000,Uncle,20000,20000.0,1,20000.0,,unknown,line_amount_then_cadence,0,
Export,1778,202610,Undergraduate,denied,"Al Iman School, Ain Bourday Baalbek",0,0,1,Brother When we need Depends how much we need,,Brother When we need Depends how much we need,,1,,,,line_amount_then_cadence,1,amount_unparsed
Export,1787,202710,Undergraduate,awarded,"Etablissement Sainte Anne des Soeurs de Besancon, Beirut",0,0,1,Father's Cousin Quarterly(Once each three months) 250,Father's Cousin,(Once each three months) 250,250.0,4,1000.0,,unknown,line_amount_then_cadence,0,
Export,1813,202510,Graduate,awarded,,1,2,1,Uncle Yearly 10000,Uncle,10000,10000.0,1,10000.0,,unknown,line_amount_then_cadence,0,
Export,1817,202611,Professional,awarded,,1,2,1,Grandmother Yearly 2000,Grandmother,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,1817,202611,Professional,awarded,,1,2,2,Grandmother Yearly 2500,Grandmother,2500,2500.0,1,2500.0,,unknown,line_amount_then_cadence,0,
Export,1821,202520,Undergraduate,denied,"Notre-Dame de Lourdes,Jbeil",1,1,1,من خلال وظيفة والدتي yearly 6000$(for 5 siblings in school 2023-2024),من خلال وظيفة والدتي,6000$(for 5 siblings in school 2023-2024),2023.5,1,2023.5,usd,usd,line_amount_then_cadence,0,
Export,1827,202610,Undergraduate,denied,"Lycee de la Finesse, Haret Hreik",0,0,1,"goverment (It is only a two year program, and we have about less than 4 months to stop benefiting from it.) monthly 85","goverment (It is only a two year program, and we have about less than months to stop benefiting from it.)",,,12,,,,line_amount_then_cadence,1,ambiguous_amount_location; amount_unparsed
Export,1833,202610,Undergraduate,awarded,"Al Bayader School, Zarif",0,0,1,"uncle Yearly 5,000$",uncle,"5,000$",5000.0,1,5000.0,usd,usd,line_amount_then_cadence,0,
Export,1841,202710,Undergraduate,awarded,"Lycee Pascal (LP), Ikleem El Kharoub",0,0,1,son in law yearly 2000,son in law,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,1842,202510,Graduate,awarded,,1,2,1,Aunt yearly 1200 $,Aunt,1200 $,1200.0,1,1200.0,usd,usd,line_amount_then_cadence,0,
Export,1843,202510,Graduate,denied,,1,2,1,Brother Each six months 1200$,,Brother Each six months 1200$,1200.0,1,1200.0,usd,usd,line_amount_then_cadence,0,
Export,1849,202710,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,1,NGO Yearly 3000,NGO,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,1849,202710,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,2,NGO Yearly 2000,NGO,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,1849,202710,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,3,NGO Yearly 3000,NGO,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,1850,202610,Undergraduate,denied,"College des Saints Coeurs Sioufi, Achrafieh",0,0,1,Insurer yearly 1900$,Insurer,1900$,1900.0,1,1900.0,usd,usd,line_amount_then_cadence,0,
Export,1858,202610,Undergraduate,awarded,"Ecole des Filles de la Charite, Clemeceau",0,0,1,NGO only for school tuition (one payment for a school year) 550,,NGO only for school tuition (one payment for a school year) 550,550.0,1,550.0,,unknown,line_amount_then_cadence,0,
Export,1858,202610,Undergraduate,awarded,"Ecole des Filles de la Charite, Clemeceau",0,0,2,NGO only for school tuition (one payment for a school year) 300,,NGO only for school tuition (one payment for a school year) 300,300.0,1,300.0,,unknown,line_amount_then_cadence,0,
Export,1858,202610,Undergraduate,awarded,"Ecole des Filles de la Charite, Clemeceau",0,0,3,NGO school tuition (one payment) and 30$ food voucher every 2 months 300,NGO school tuition (one payment) and $ food voucher,,,6.0,,usd,usd,line_amount_then_cadence,1,ambiguous_amount_location; amount_unparsed
Export,1858,202610,Undergraduate,awarded,"Ecole des Filles de la Charite, Clemeceau",0,0,4,NGO every 2 months 40,NGO,40,40.0,6.0,240.0,,unknown,line_amount_then_cadence,0,
Export,1862,202510,Graduate,awarded,,1,2,1,Sister Monthly $400,Sister,$400,400.0,12,4800.0,usd,usd,line_amount_then_cadence,0,
Export,1881,202510,Graduate,denied,,1,2,1,Father's brother Monthly 250,Father's brother,250,250.0,12,3000.0,,unknown,line_amount_then_cadence,0,
Export,1903,202610,Undergraduate,denied,"American Community School Beirut (ACS), Beirut",0,0,1,Maternal Aunt Yearly 15740,Maternal Aunt,15740,15740.0,1,15740.0,,unknown,line_amount_then_cadence,0,
Export,1904,202510,Graduate,awarded,,1,2,1,Sister Approximately monthly (every month or 2) 300,Sister Approximately,(every month or 2) 300,2.0,12,24.0,,unknown,line_amount_then_cadence,0,
Export,1908,202610,Undergraduate,awarded,"Tannoukhia National School, Abey",0,0,1,sister Monthly 200,sister,200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,1908,202610,Undergraduate,awarded,"Tannoukhia National School, Abey",0,0,2,Father Monthly 50,Father,50,50.0,12,600.0,,unknown,line_amount_then_cadence,0,
Export,1915,202610,Undergraduate,denied,"Sagesse High School, Ain Saade",0,0,1,Family Monthly 1000,Family,1000,1000.0,12,12000.0,,unknown,line_amount_then_cadence,0,
Export,1918,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,1,"Organization Monthly, which I utilize for my school tuition but which will cease when I turn 18 1220",Organization,which I utilize for my school tuition but which will cease when I turn 18 1220,18.0,12,216.0,,unknown,line_amount_then_cadence,0,
Export,1918,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,2,"Survivor Benefits from the Lebanese Order of Physicians, received through my late father's registration. Monthly 350","Survivor Benefits from the Lebanese Order of Physicians, received through my late father's registration.",350,350.0,12,4200.0,,unknown,line_amount_then_cadence,0,
Export,1918,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,3,"Mother Monthly, a monthly withdrawal my mother receives from her private bank account, as permitted for depositors given the financial crisis in Lebanon 800","Mother , a","withdrawal my mother receives from her private bank account, as permitted for depositors given the financial crisis in Lebanon 800",800.0,12,9600.0,,unknown,line_amount_then_cadence,0,
Export,1918,202710,Undergraduate,awarded,"International College (IC), Beirut",0,0,4,Extended family members 12 800,,,,1,,,,line_amount_then_cadence,1,multiple_amount_candidates; amount_unparsed
Export,1920,202610,Undergraduate,denied,Institut Libanais d'Enseigneme,0,0,1,Uncle Monthly 770,Uncle,770,770.0,12,9240.0,,unknown,line_amount_then_cadence,0,
Export,1929,202610,Undergraduate,awarded,"Lycée Franco Libanais, Verdun",0,0,1,aunt monthly 300,aunt,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1929,202610,Undergraduate,awarded,"Lycée Franco Libanais, Verdun",0,0,2,brother monthly 300,brother,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,1936,202610,Undergraduate,awarded,"Lycee Emmanuel, Kfarshima",0,0,1,Uncle Yearly 6000,Uncle,6000,6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,1941,202610,Graduate,denied,,1,2,1,Aunt Monthly 500,Aunt,500,500.0,12,6000.0,,unknown,line_amount_then_cadence,0,
Export,1942,202710,Undergraduate,awarded,Beirut Baptist,0,0,1,Place of Employment Yearly 10685,Place of Employment,10685,10685.0,1,10685.0,,unknown,line_amount_then_cadence,0,
Export,1943,202610,Undergraduate,awarded,"Ecole des Filles de la Charite, Clemeceau",1,2,1,قطاع عام Yearly 17150000,قطاع عام,17150000,17150000.0,1,17150000.0,,likely_lbp_unmarked,line_amount_then_cadence,0,
Export,1950,202610,Undergraduate,awarded,"The National Evangelical Institute for Girls and Boys, Saida",0,0,1,Uncle Monthly 800,Uncle,800,800.0,12,9600.0,,unknown,line_amount_then_cadence,0,
Export,1960,202610,Undergraduate,awarded,"Beirut Modern School (BMS), Ghobeiry",0,0,1,Father's Employer yearly 6000,Father's Employer,6000,6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,1969,202610,Undergraduate,,Dr. Nazih Bizri Public High School,1,1,1,Uncle Monthly 500$,Uncle,500$,500.0,12,6000.0,usd,usd,line_amount_then_cadence,0,
Export,1970,202510,Graduate,denied,,1,2,1,Brother-Sister Every two months 300$,,Brother-Sister Every two months 300$,300.0,1,300.0,usd,usd,line_amount_then_cadence,0,
Export,1977,202711,Professional,awarded,,1,2,1,Mother Monthly 200,Mother,200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,1977,202711,Professional,awarded,,1,2,2,Father Weekly 200,Father,200,200.0,52,10400.0,,unknown,line_amount_then_cadence,0,
